source_family,receipt_id,source_ts,capture_ts,available_to_brain_ts,node_asof_ts,edge_asof_ts,bundle_asof_ts,adapter_created_ts,tradable_after_ts,authority_classification,chain_state
market_ticks_intraday,receipt:market_ticks_intraday:provider:035e6cb1a61b7547,2026-06-23T19:55:00Z,2026-06-24T00:01:08.905462Z,2026-06-24T00:01:08.905462Z,2026-06-24T00:01:08Z,2026-06-24T00:01:08Z,2026-06-24T00:01:08Z,2026-06-24T00:01:08Z,2026-06-24T00:01:09Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:55:00Z,2026-06-23T19:55:00Z,2026-06-23T23:57:31.427442Z,2026-06-23T23:57:31.427442Z,2026-06-23T23:57:31Z,2026-06-23T23:57:31Z,2026-06-23T23:57:31Z,2026-06-23T23:57:31Z,2026-06-23T23:57:32Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:d3b42bf99334cd81,2026-06-23T19:55:00Z,2026-06-23T23:56:24.238545Z,2026-06-23T23:56:24.238545Z,2026-06-23T23:56:24Z,2026-06-23T23:56:24Z,2026-06-23T23:56:24Z,2026-06-23T23:56:24Z,2026-06-23T23:56:25Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:50:00Z,2026-06-23T19:55:00Z,2026-06-23T23:52:45.824561Z,2026-06-23T23:52:45.824561Z,2026-06-23T23:52:45Z,2026-06-23T23:52:45Z,2026-06-23T23:52:45Z,2026-06-23T23:52:45Z,2026-06-23T23:52:46Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:1d2307d8c171e3a4,2026-06-23T19:55:00Z,2026-06-23T23:51:30.996344Z,2026-06-23T23:51:30.996344Z,2026-06-23T23:51:30Z,2026-06-23T23:51:30Z,2026-06-23T23:51:30Z,2026-06-23T23:51:30Z,2026-06-23T23:51:31Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:45:00Z,2026-06-23T19:55:00Z,2026-06-23T23:46:45.932234Z,2026-06-23T23:46:45.932234Z,2026-06-23T23:46:45Z,2026-06-23T23:46:45Z,2026-06-23T23:46:45Z,2026-06-23T23:46:45Z,2026-06-23T23:46:46Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:11edc03c7606706d,2026-06-23T19:55:00Z,2026-06-23T23:45:39.309337Z,2026-06-23T23:45:39.309337Z,2026-06-23T23:45:39Z,2026-06-23T23:45:39Z,2026-06-23T23:45:39Z,2026-06-23T23:45:39Z,2026-06-23T23:45:40Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:40:00Z,2026-06-23T19:55:00Z,2026-06-23T23:42:00.796890Z,2026-06-23T23:42:00.796890Z,2026-06-23T23:42:00Z,2026-06-23T23:42:00Z,2026-06-23T23:42:00Z,2026-06-23T23:42:00Z,2026-06-23T23:42:01Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:5d2959dd24356bb6,2026-06-23T19:55:00Z,2026-06-23T23:40:43.740387Z,2026-06-23T23:40:43.740387Z,2026-06-23T23:40:43Z,2026-06-23T23:40:43Z,2026-06-23T23:40:43Z,2026-06-23T23:40:43Z,2026-06-23T23:40:44Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:35:00Z,2026-06-23T19:55:00Z,2026-06-23T23:37:08.027758Z,2026-06-23T23:37:08.027758Z,2026-06-23T23:37:08Z,2026-06-23T23:37:08Z,2026-06-23T23:37:08Z,2026-06-23T23:37:08Z,2026-06-23T23:37:09Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:2afceaf2fc60f504,2026-06-23T19:55:00Z,2026-06-23T23:36:07.096666Z,2026-06-23T23:36:07.096666Z,2026-06-23T23:36:07Z,2026-06-23T23:36:07Z,2026-06-23T23:36:07Z,2026-06-23T23:36:07Z,2026-06-23T23:36:08Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:30:00Z,2026-06-23T19:55:00Z,2026-06-23T23:32:30.371770Z,2026-06-23T23:32:30.371770Z,2026-06-23T23:32:30Z,2026-06-23T23:32:30Z,2026-06-23T23:32:30Z,2026-06-23T23:32:30Z,2026-06-23T23:32:31Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:f0f1755287a61492,2026-06-23T19:55:00Z,2026-06-23T23:31:07.506585Z,2026-06-23T23:31:07.506585Z,2026-06-23T23:31:07Z,2026-06-23T23:31:07Z,2026-06-23T23:31:07Z,2026-06-23T23:31:07Z,2026-06-23T23:31:08Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:25:00Z,2026-06-23T19:55:00Z,2026-06-23T23:27:25.673757Z,2026-06-23T23:27:25.673757Z,2026-06-23T23:27:25Z,2026-06-23T23:27:25Z,2026-06-23T23:27:25Z,2026-06-23T23:27:25Z,2026-06-23T23:27:26Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:01464d19ed2ceb22,2026-06-23T19:55:00Z,2026-06-23T23:26:21.026717Z,2026-06-23T23:26:21.026717Z,2026-06-23T23:26:21Z,2026-06-23T23:26:21Z,2026-06-23T23:26:21Z,2026-06-23T23:26:21Z,2026-06-23T23:26:22Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:20:00Z,2026-06-23T19:55:00Z,2026-06-23T23:22:42.557955Z,2026-06-23T23:22:42.557955Z,2026-06-23T23:22:42Z,2026-06-23T23:22:42Z,2026-06-23T23:22:42Z,2026-06-23T23:22:42Z,2026-06-23T23:22:43Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:8525b2f815336a50,2026-06-23T19:55:00Z,2026-06-23T23:21:29.097185Z,2026-06-23T23:21:29.097185Z,2026-06-23T23:21:29Z,2026-06-23T23:21:29Z,2026-06-23T23:21:29Z,2026-06-23T23:21:29Z,2026-06-23T23:21:30Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:15:00Z,2026-06-23T19:55:00Z,2026-06-23T23:16:52.762044Z,2026-06-23T23:16:52.762044Z,2026-06-23T23:16:52Z,2026-06-23T23:16:52Z,2026-06-23T23:16:52Z,2026-06-23T23:16:52Z,2026-06-23T23:16:53Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:6852ffda2f613a77,2026-06-23T19:55:00Z,2026-06-23T23:15:51.531767Z,2026-06-23T23:15:51.531767Z,2026-06-23T23:15:51Z,2026-06-23T23:15:51Z,2026-06-23T23:15:51Z,2026-06-23T23:15:51Z,2026-06-23T23:15:52Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:10:00Z,2026-06-23T19:55:00Z,2026-06-23T23:12:14.964068Z,2026-06-23T23:12:14.964068Z,2026-06-23T23:12:14Z,2026-06-23T23:12:14Z,2026-06-23T23:12:14Z,2026-06-23T23:12:14Z,2026-06-23T23:12:15Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:3484c6fe8d8e57cc,2026-06-23T19:55:00Z,2026-06-23T23:10:58.218820Z,2026-06-23T23:10:58.218820Z,2026-06-23T23:10:58Z,2026-06-23T23:10:58Z,2026-06-23T23:10:58Z,2026-06-23T23:10:58Z,2026-06-23T23:10:59Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:05:00Z,2026-06-23T19:55:00Z,2026-06-23T23:07:21.194277Z,2026-06-23T23:07:21.194277Z,2026-06-23T23:07:21Z,2026-06-23T23:07:21Z,2026-06-23T23:07:21Z,2026-06-23T23:07:21Z,2026-06-23T23:07:22Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:990f48aecc1d8eb6,2026-06-23T19:55:00Z,2026-06-23T23:06:19.669361Z,2026-06-23T23:06:19.669361Z,2026-06-23T23:06:19Z,2026-06-23T23:06:19Z,2026-06-23T23:06:19Z,2026-06-23T23:06:19Z,2026-06-23T23:06:20Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T23:00:00Z,2026-06-23T19:55:00Z,2026-06-23T23:03:43.694246Z,2026-06-23T23:03:43.694246Z,2026-06-23T23:03:43Z,2026-06-23T23:03:43Z,2026-06-23T23:03:43Z,2026-06-23T23:03:43Z,2026-06-23T23:03:44Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:6dac05de4bc5c359,2026-06-23T19:55:00Z,2026-06-23T23:01:25.156903Z,2026-06-23T23:01:25.156903Z,2026-06-23T23:01:25Z,2026-06-23T23:01:25Z,2026-06-23T23:01:25Z,2026-06-23T23:01:25Z,2026-06-23T23:01:26Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:55:00Z,2026-06-23T19:55:00Z,2026-06-23T22:57:47.422320Z,2026-06-23T22:57:47.422320Z,2026-06-23T22:57:47Z,2026-06-23T22:57:47Z,2026-06-23T22:57:47Z,2026-06-23T22:57:47Z,2026-06-23T22:57:48Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:2c8bfb09cc0f59e0,2026-06-23T19:55:00Z,2026-06-23T22:56:33.730930Z,2026-06-23T22:56:33.730930Z,2026-06-23T22:56:33Z,2026-06-23T22:56:33Z,2026-06-23T22:56:33Z,2026-06-23T22:56:33Z,2026-06-23T22:56:34Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:50:00Z,2026-06-23T19:55:00Z,2026-06-23T22:51:57.751107Z,2026-06-23T22:51:57.751107Z,2026-06-23T22:51:57Z,2026-06-23T22:51:57Z,2026-06-23T22:51:57Z,2026-06-23T22:51:57Z,2026-06-23T22:51:58Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:f498b4aed716f6b8,2026-06-23T19:55:00Z,2026-06-23T22:50:41.705313Z,2026-06-23T22:50:41.705313Z,2026-06-23T22:50:41Z,2026-06-23T22:50:41Z,2026-06-23T22:50:41Z,2026-06-23T22:50:41Z,2026-06-23T22:50:42Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:45:00Z,2026-06-23T19:55:00Z,2026-06-23T22:47:01.568599Z,2026-06-23T22:47:01.568599Z,2026-06-23T22:47:01Z,2026-06-23T22:47:01Z,2026-06-23T22:47:01Z,2026-06-23T22:47:01Z,2026-06-23T22:47:02Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:4699fdef89b91765,2026-06-23T19:55:00Z,2026-06-23T22:45:59.924364Z,2026-06-23T22:45:59.924364Z,2026-06-23T22:45:59Z,2026-06-23T22:45:59Z,2026-06-23T22:45:59Z,2026-06-23T22:45:59Z,2026-06-23T22:46:00Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:40:00Z,2026-06-23T19:55:00Z,2026-06-23T22:42:21.620813Z,2026-06-23T22:42:21.620813Z,2026-06-23T22:42:21Z,2026-06-23T22:42:21Z,2026-06-23T22:42:21Z,2026-06-23T22:42:21Z,2026-06-23T22:42:22Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:53da1bb6ca47002c,2026-06-23T19:55:00Z,2026-06-23T22:41:05.312796Z,2026-06-23T22:41:05.312796Z,2026-06-23T22:41:05Z,2026-06-23T22:41:05Z,2026-06-23T22:41:05Z,2026-06-23T22:41:05Z,2026-06-23T22:41:06Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:35:00Z,2026-06-23T19:55:00Z,2026-06-23T22:37:25.442128Z,2026-06-23T22:37:25.442128Z,2026-06-23T22:37:25Z,2026-06-23T22:37:25Z,2026-06-23T22:37:25Z,2026-06-23T22:37:25Z,2026-06-23T22:37:26Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:52fa307cbfb10c33,2026-06-23T19:55:00Z,2026-06-23T22:36:05.422770Z,2026-06-23T22:36:05.422770Z,2026-06-23T22:36:05Z,2026-06-23T22:36:05Z,2026-06-23T22:36:05Z,2026-06-23T22:36:05Z,2026-06-23T22:36:06Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:30:00Z,2026-06-23T19:55:00Z,2026-06-23T22:32:25.649035Z,2026-06-23T22:32:25.649035Z,2026-06-23T22:32:25Z,2026-06-23T22:32:25Z,2026-06-23T22:32:25Z,2026-06-23T22:32:25Z,2026-06-23T22:32:26Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:6e0b80f4ed4b0a7d,2026-06-23T19:55:00Z,2026-06-23T22:31:23.478230Z,2026-06-23T22:31:23.478230Z,2026-06-23T22:31:23Z,2026-06-23T22:31:23Z,2026-06-23T22:31:23Z,2026-06-23T22:31:23Z,2026-06-23T22:31:24Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:25:00Z,2026-06-23T19:55:00Z,2026-06-23T22:27:45.957325Z,2026-06-23T22:27:45.957325Z,2026-06-23T22:27:45Z,2026-06-23T22:27:45Z,2026-06-23T22:27:45Z,2026-06-23T22:27:45Z,2026-06-23T22:27:46Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:877ab9ae1ca000e4,2026-06-23T19:55:00Z,2026-06-23T22:26:27.933511Z,2026-06-23T22:26:27.933511Z,2026-06-23T22:26:27Z,2026-06-23T22:26:27Z,2026-06-23T22:26:27Z,2026-06-23T22:26:27Z,2026-06-23T22:26:28Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:20:00Z,2026-06-23T19:55:00Z,2026-06-23T22:21:52.741804Z,2026-06-23T22:21:52.741804Z,2026-06-23T22:21:52Z,2026-06-23T22:21:52Z,2026-06-23T22:21:52Z,2026-06-23T22:21:52Z,2026-06-23T22:21:53Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:cc49b9a175b9e720,2026-06-23T19:55:00Z,2026-06-23T22:20:37.058216Z,2026-06-23T22:20:37.058216Z,2026-06-23T22:20:37Z,2026-06-23T22:20:37Z,2026-06-23T22:20:37Z,2026-06-23T22:20:37Z,2026-06-23T22:20:38Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:15:00Z,2026-06-23T19:55:00Z,2026-06-23T22:18:00.393480Z,2026-06-23T22:18:00.393480Z,2026-06-23T22:18:00Z,2026-06-23T22:18:00Z,2026-06-23T22:18:00Z,2026-06-23T22:18:00Z,2026-06-23T22:18:01Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:provider:34886431efb84bb7,2026-06-23T19:55:00Z,2026-06-23T22:16:29.180141Z,2026-06-23T22:16:29.180141Z,2026-06-23T22:16:29Z,2026-06-23T22:16:29Z,2026-06-23T22:16:29Z,2026-06-23T22:16:29Z,2026-06-23T22:16:30Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
market_ticks_intraday,receipt:market_ticks_intraday:2026-06-23T22:10:00Z,2026-06-23T19:55:00Z,2026-06-23T22:11:54.111053Z,2026-06-23T22:11:54.111053Z,2026-06-23T22:11:54Z,2026-06-23T22:11:54Z,2026-06-23T22:11:54Z,2026-06-23T22:11:54Z,2026-06-23T22:11:55Z,DIAGNOSTIC_SOURCE_EVIDENCE_ONLY,AUDITED_DIAGNOSTIC_ONLY
