task_id,raw_path,raw_sha256,raw_bytes,secret_scan_status,classification,strict_gate_opened
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082603508653Z/response.bin,63188663f2bac9b8d1af97dba108cea8117868a490da4b79665b5d3f2d8f62eb,65238,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082605379877Z/metadata.json,75acd35eec196ba32f5a56c4b6087f7fc4dd16e74c8f902d0d671535dfe15666,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082605379877Z/response.bin,c939062061c3811964ed684e20916ceb0dc4ede0cf9628178180c284891f9746,65567,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082607271622Z/metadata.json,8a00ecc25de29572ff9eab69bd18bea77005b62b5d42718778f456230a157084,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082607271622Z/response.bin,3d1461e831844b9c549d7ab726d4b401bca16c6cd28539443090aaad7c5de4a9,64672,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082608825547Z/metadata.json,2bc7267c4338c53301cb0e4d30cefa53f8915166b6a364a0ce4025bb9bd674e9,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082608825547Z/response.bin,26b2c9b2bc87fc8fb180590489519a32895a78b4aa95ff0c5689504b88a1d4c4,64268,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082610449535Z/metadata.json,a379bb8e188e318053f7ac127c557ba3ba2d9be3c34ab1141389aa2c94dbc2a9,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082610449535Z/response.bin,2df56b41205ba4462c4eabfc403cace225f43333c9da3f85bc84fdbc032ab810,64287,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082731825259Z/metadata.json,89caa60b782355a4266eb11f5bf246072e32e4059a55dcf1c14b4e32e7f4ce3c,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082731825259Z/response.bin,6135a6ed505d2fa8162a7c12a90e523a142770f348c3d894cca31d65853f6e2a,67480,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082733506645Z/metadata.json,d6a6a700b21d8435723304e2e210ac77b234ab00e8b8676e60b57fb298e2af08,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082733506645Z/response.bin,045c476f0f98a8fde91b2cc3429f3d97ee1e13586034fb77e7c4a509950512e2,66331,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082735553493Z/metadata.json,8144eb865fde37e03f78d3057a399ba187eb67651fb9c8031c4b5d036ed59fb6,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082735553493Z/response.bin,42c2d58e80e24fc608f6065eb2b4729f800fa3156cb5ddccccb50e75e78b5835,66116,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082737216664Z/metadata.json,c36eade5f4ebeb44ac80bfe65aad7fb43089ba3cf2669f5739df1a22d644d923,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082737216664Z/response.bin,0ca70b3348a7a61cc5006fb75973fbab1709598a38b7766e8449adaafdd2f1ca,65981,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082739080736Z/metadata.json,a2b6b8fb1b41b1f8f7caa0964c6dc627e7dc610cf85b33a960ba77c308635e14,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082739080736Z/response.bin,d58f0a06b4de9d566309286e365e69c5fe6743ed09541fd5d9a9338164290a3d,65952,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082740885015Z/metadata.json,08e1742f49f9be12bca339c6bc83c5ddd8783c4b17f3126a380f292baea6ad1d,1298,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082740885015Z/response.bin,1aad5f304c0725957b7c6c1d3fd74c54de65ad91b5e8c90e36dcd4669c821869,65748,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082742652273Z/metadata.json,e77cb04034c84b0e894509c2fdb1b7582a10fb11ff11935cf2d0c57985619e6f,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082742652273Z/response.bin,62ea2979d5302e817d65f59f45e3b07d8095fe823a5f616c3003f27b20dcd7be,66359,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082744646990Z/metadata.json,448c42fb18afa39ab0679534c6f954b4b8d47ea1d4e387edf34aca3d335be6fc,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082744646990Z/response.bin,d816c089d36b58aa83d0c1c94b38dd2b1f1876413f7abc8b3bf1c75a7cb94fcc,66221,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082746335815Z/metadata.json,741516da90dec924fc87e1011bb98675e98b89599b8a064c66a5b3a6c746edf0,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082746335815Z/response.bin,e46141c25b94bd35ae3abdca520867227a9ecb20489f4fc153d9ec8c3ab4b4a5,66066,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082747964378Z/metadata.json,3a185bbc0938f23d1f461934e9b1c852be9291162b89f6538b06ffc03a0cad10,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082747964378Z/response.bin,45cbb191a977334827a0fae3de9477213a9e922a6d87e2a7608c93ce082aa831,64875,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082749606094Z/metadata.json,5353818600b0ee72a9a55e2f5af5783b06ea28b60162d84f6421249826a7d68c,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T082749606094Z/response.bin,3aaa853ff46b0ba903c1093930a881931febefd058057f3e027f3f5c1b8f7e8e,64740,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083308687911Z/metadata.json,550ffadf8fc7d1868214da5e6aa32f6c6dff6e99853f51e464d548947d428886,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083308687911Z/response.bin,921db27acca1773f4cd130c6bac10c749c4b911935573b340ed2e99f9230bbd0,66992,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083310520295Z/metadata.json,b139fcfbb0f76ad79d36f610bdecb54f6a38ead43765c5d7d8738c8ec4918735,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083310520295Z/response.bin,b553ed0080998ac5e52f6f1336b1a71a022d59b2a7c40efa015d3c2f31d81f66,67441,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083312263135Z/metadata.json,00db49f264ebe5de354e36be5e7d853ba41c6aa48ceab8a2a7b2afbfa3cfd1c9,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083312263135Z/response.bin,7b6689de707419d0821a9fa369ea68af783ea729e45ccc501ea811ec4e36ff89,66111,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083313956831Z/metadata.json,250d574141126c06f9096c52978a1fc3d07babe27f21fc430426c7ee13063fdf,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083313956831Z/response.bin,48ad943b3a1951d1bf6c561128f0090269a1b0a9773e2defd8ef945885eca1ff,65892,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083315798835Z/metadata.json,de2e30352934b12008c22fb8b0057bc5351e5d0b73c3e7261b9399466bdb0595,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083315798835Z/response.bin,d8dac9449a434df30efbc80651a274b8ccae69abb87202e145f1510cec0ccf51,65990,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083317483734Z/metadata.json,9dfb5455f05eb6626bd3b65ce6ee67bce44a1f54ff55e5c6f913c10575ed4e7d,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083317483734Z/response.bin,6df281efdf28479642ebd89e05b4c397148b7f7d07bcefaf8f565c1b2a781966,65506,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083319334453Z/metadata.json,2db9b6160bfac5166260e1083a319be112dc794f6d8c2278e64ae050566dd06e,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083319334453Z/response.bin,32792ca60bce078069e82798ef08060c1571f4138a864293c9451b5b93569239,66037,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083321075762Z/metadata.json,8ae12df98fccb96bd8365dc9a47245655ff2228bf3135fe1ffb0deb7c7b9ae14,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083321075762Z/response.bin,8762f7aedb733e672302e36cd69d51389147cffcd44123ac63198ff9ccc975c2,66399,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083322757427Z/metadata.json,5809e26f26da4559c91215ff548f685a522ddb205cdf4e672cf2a9723cfdcf9d,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083322757427Z/response.bin,783bc91ba067e6e7d27abf49ceee7793bcc1fb6177200a3335af8c211a49f3dd,65793,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083324314303Z/metadata.json,13824fae50b5a723bf9a8ec25e5d094df00f057cea281aeda5722de31ea9e1e6,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083324314303Z/response.bin,de098daefe5ba6d6e87e742b0d7d1e1858475f758473c65f4d28e78076b8bb77,64672,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083325978733Z/metadata.json,a85dfa391d27d9c801516f22bb915acd3a6cd13767b9dd7fcb5c2d011e3143cb,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083325978733Z/response.bin,4f94d58590fd76fb6c8650684f68b771da1edb8738d3addc97680ce98ef4ba03,55261,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083414719138Z/metadata.json,22e664cdafe4668e90db0b426705ac1987057be03a96b79e9c2c743a3d89ce99,1299,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
TASK-4125,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=cftc_press_releases/capability=backfill_archive_page/captured_at=20260629T083414719138Z/response.bin,81742746677ee283a04c75f1a5ee783aa9dc16479108772f783cdcd232de8e6d,67365,PASS,RAW_BACKFILL_RESPONSE_OR_AUDIT_ARTIFACT,0
