event_id,trade_id,symbol,entry_ts,exit_ts,day_key,current_split,sector_group,session_timing_bucket,execution_quality_bucket,same_day_candidate_count,same_day_sector_candidate_count,realized_R,allocator_timing,feature_availability_group,regime_score_at_decision_time,artifact_score_at_decision_time,top_regime_score_at_decision_time,eligible_at_decision_time,delayed_signal_penalty_flag,regime_score_percentile_at_decision_time,artifact_score_percentile_at_decision_time,timing_tier,artifact_tier,single_best_binary,top_regime_basket_binary,regime_conditioned_overlay_balanced,sizing_template_aggressive,artifact_half_plus
988,META|2021-06-07|2021-06-07|333.779999,META,2021-06-07 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-07,train,software_internet,mid_session,strong,10,10,0.149686,pre_open_allocator,pre_open_available,1.457353,0.390673,0.0,True,False,0.7374260355029586,0.7374260355029586,active,active,False,True,True,True,True
1157,META|2021-06-07|2021-06-07|333.779999,META,2021-06-07 00:00:00+00:00,2021-07-07 00:00:00+00:00,2021-06-07,train,software_internet,mid_session,strong,10,10,1.04942,pre_open_allocator,pre_open_available,1.457353,0.390673,0.0,True,False,0.7374260355029586,0.7374260355029586,active,active,False,True,True,True,True
1334,META|2021-06-07|2021-06-07|333.779999,META,2021-06-07 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-07,train,software_internet,mid_session,strong,10,10,0.307529,pre_open_allocator,pre_open_available,1.457353,0.390673,0.0,True,False,0.7374260355029586,0.7374260355029586,active,active,False,True,True,True,True
1532,META|2021-06-07|2021-06-07|333.779999,META,2021-06-07 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-07,train,software_internet,mid_session,strong,10,10,0.230647,pre_open_allocator,pre_open_available,1.457353,0.390673,0.0,True,False,0.7374260355029586,0.7374260355029586,active,active,False,True,True,True,True
1751,META|2021-06-07|2021-06-07|333.779999,META,2021-06-07 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-07,train,software_internet,mid_session,strong,10,10,0.230647,pre_open_allocator,pre_open_available,1.457353,0.390673,0.0,True,False,0.7374260355029586,0.7374260355029586,active,active,False,True,True,True,True
1533,AMZN|2021-06-10|2021-06-10|164.786499,AMZN,2021-06-10 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-10,train,software_internet,unknown,unknown,2,2,2.604686,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
1752,AMZN|2021-06-10|2021-06-10|164.786499,AMZN,2021-06-10 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-10,train,software_internet,unknown,unknown,2,2,2.604686,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
1533,AMZN|2021-06-10|2021-06-10|164.786499,AMZN,2021-06-10 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-10,train,software_internet,unknown,unknown,2,2,2.604686,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
1752,AMZN|2021-06-10|2021-06-10|164.786499,AMZN,2021-06-10 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-10,train,software_internet,unknown,unknown,2,2,2.604686,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
1533,AMZN|2021-06-10|2021-06-10|164.786499,AMZN,2021-06-10 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-10,train,software_internet,unknown,unknown,2,2,2.604686,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
1752,AMZN|2021-06-10|2021-06-10|164.786499,AMZN,2021-06-10 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-10,train,software_internet,unknown,unknown,2,2,2.604686,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
3,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
191,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.456005,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
382,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,5.34027,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
597,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,2.935386,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
780,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.272216,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
989,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,2.374578,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
1158,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.272216,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
1335,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.892311,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
1534,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
1753,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,opening_drive_allocator,opening_window_available,1.457353,0.28154999999999997,0.742647,True,False,0.5596693026599568,0.4317038102084831,active,light,True,True,True,True,False
3,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
191,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.456005,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
382,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,5.34027,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
597,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,2.935386,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
780,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.272216,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
989,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,2.374578,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
1158,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.272216,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
1335,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.892311,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
1534,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
1753,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,post_confirmation_allocator,post_breakout_confirmation,1.457353,0.28154999999999997,0.742647,True,False,0.5402588066139468,0.4094176851186197,active,light,True,True,True,True,False
3,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
191,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.456005,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
382,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,5.34027,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
597,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,2.935386,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
780,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.272216,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
989,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,2.374578,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
1158,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.272216,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
1335,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,4.892311,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
1534,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
1753,AAPL|2021-06-14|2021-06-14|128.460007,AAPL,2021-06-14 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-14,train,others,unknown,unknown,10,10,3.669233,pre_open_allocator,pre_open_available,0.714706,0.142252,0.0,True,False,0.14164201183431951,0.14164201183431951,light,light,False,True,True,True,False
6,MSFT|2021-06-16|2021-06-16|259.989990,MSFT,2021-06-16 00:00:00+00:00,2021-07-30 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,3.601297,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
194,MSFT|2021-06-16|2021-06-16|259.989990,MSFT,2021-06-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,1.147866,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
385,MSFT|2021-06-16|2021-06-16|259.989990,MSFT,2021-06-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,2.984002,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
600,MSFT|2021-06-16|2021-06-16|259.989990,MSFT,2021-06-16 00:00:00+00:00,2021-07-30 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,2.881037,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
783,MSFT|2021-06-16|2021-06-16|259.989990,MSFT,2021-06-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,2.387202,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
993,MSFT|2021-06-16|2021-06-16|259.989990,MSFT,2021-06-16 00:00:00+00:00,2021-07-30 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,1.385323,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
1161,MSFT|2021-06-16|2021-06-16|259.989990,MSFT,2021-06-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,2.387202,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
1535,MSFT|2021-06-16|2021-06-16|252.940002,MSFT,2021-06-16 00:00:00+00:00,2021-07-30 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,3.766125,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
1754,MSFT|2021-06-16|2021-06-16|252.940002,MSFT,2021-06-16 00:00:00+00:00,2021-07-30 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,3.766125,opening_drive_allocator,opening_window_available,2.172059,0.532925,0.0,True,False,0.796549245147376,0.8583752695902228,active,core,False,True,True,True,True
4,AMZN|2021-06-16|2021-06-16|169.849503,AMZN,2021-06-16 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,1.499805,opening_drive_allocator,opening_window_available,0.714706,0.142252,0.0,True,False,0.054277498202731846,0.026240115025161753,light,light,False,True,True,True,False
193,AMZN|2021-06-16|2021-06-16|169.849503,AMZN,2021-06-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,0.725669,opening_drive_allocator,opening_window_available,0.714706,0.142252,0.0,True,False,0.054277498202731846,0.026240115025161753,light,light,False,True,True,True,False
384,AMZN|2021-06-16|2021-06-16|169.849503,AMZN,2021-06-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,1.991689,opening_drive_allocator,opening_window_available,0.714706,0.142252,0.0,True,False,0.054277498202731846,0.026240115025161753,light,light,False,True,True,True,False
598,AMZN|2021-06-16|2021-06-16|169.849503,AMZN,2021-06-16 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,1.199844,opening_drive_allocator,opening_window_available,0.714706,0.142252,0.0,True,False,0.054277498202731846,0.026240115025161753,light,light,False,True,True,True,False
782,AMZN|2021-06-16|2021-06-16|169.849503,AMZN,2021-06-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,1.593351,opening_drive_allocator,opening_window_available,0.714706,0.142252,0.0,True,False,0.054277498202731846,0.026240115025161753,light,light,False,True,True,True,False
990,AMZN|2021-06-16|2021-06-16|169.849503,AMZN,2021-06-16 00:00:00+00:00,2021-07-19 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,0.546452,opening_drive_allocator,opening_window_available,0.714706,0.142252,0.0,True,False,0.054277498202731846,0.026240115025161753,light,light,False,True,True,True,False
1160,AMZN|2021-06-16|2021-06-16|169.849503,AMZN,2021-06-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,2021-06-16,train,software_internet,unknown,unknown,16,16,1.593351,opening_drive_allocator,opening_window_available,0.714706,0.142252,0.0,True,False,0.054277498202731846,0.026240115025161753,light,light,False,True,True,True,False
