created_at,decision_id,decision_status,symbol,side,quantity,limit_price,reason_code,reason_detail,entry_allowed,data_fresh,selected_for_portfolio,score,source_snapshot_id,source_price_ts,source_type,regime_state,intraday_state,runtime_state_capture_status,state_source_snapshot_id
2026-06-02T18:52:59.071179Z,decision-3c4f441aaa734859,NO_TRADE,AMD,NONE,0,514.86,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:52:35.137381Z:AMD,2026-06-02T18:45:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T18:47:21.882209Z,decision-83f90c78e7354827,NO_TRADE,AMD,NONE,0,514.86,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:46:48.048688Z:AMD,2026-06-02T18:45:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T18:41:29.262349Z,decision-e9b5512495504862,NO_TRADE,AMD,NONE,0,514.5,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:41:12.552503Z:AMD,2026-06-02T18:40:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T18:35:46.406330Z,decision-59466e894ad84e1f,NO_TRADE,AMD,NONE,0,516.36,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:35:28.890486Z:AMD,2026-06-02T18:35:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T18:30:00.083845Z,decision-c46fd330aa624035,NO_TRADE,AMD,NONE,0,516.31,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:27:16.235374Z:AMD,2026-06-02T18:25:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T18:21:35.573412Z,decision-ae567b32632049ff,NO_TRADE,AMD,NONE,0,515.26,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:21:16.629465Z:AMD,2026-06-02T18:20:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T18:15:52.965546Z,decision-8549727c57344c87,NO_TRADE,AMD,NONE,0,514.99,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:15:07.931105Z:AMD,2026-06-02T18:15:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T18:09:53.153146Z,decision-d8ce682ae7944bfb,NO_TRADE,AMD,NONE,0,514.39,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:09:38.792315Z:AMD,2026-06-02T18:00:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T18:04:13.865561Z,decision-df421bdd36d5498e,NO_TRADE,AMD,NONE,0,514.39,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T18:02:08.755601Z:AMD,2026-06-02T18:00:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:56:48.079704Z,decision-f6eae2ff81e64afa,NO_TRADE,AMD,NONE,0,512.99,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:56:32.527268Z:AMD,2026-06-02T17:55:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:51:14.980879Z,decision-0bc24bb9ec4747f4,NO_TRADE,AMD,NONE,0,513.0077,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:51:01.991025Z:AMD,2026-06-02T17:50:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:45:52.223669Z,decision-e2037731a525473f,NO_TRADE,AMD,NONE,0,511.73,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:45:39.599118Z:AMD,2026-06-02T17:40:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:40:22.043158Z,decision-f3a44008c8f94489,NO_TRADE,AMD,NONE,0,511.73,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:40:00.408163Z:AMD,2026-06-02T17:40:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:34:44.661098Z,decision-9bcd45307cb5407c,NO_TRADE,AMD,NONE,0,512.455,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:34:30.156867Z:AMD,2026-06-02T17:30:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:29:21.596918Z,decision-4f4038a927bd4433,NO_TRADE,AMD,NONE,0,511.85,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:29:05.580263Z:AMD,2026-06-02T17:20:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:23:56.872431Z,decision-6ed8d9cb7f5347e2,NO_TRADE,AMD,NONE,0,511.85,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:23:46.062725Z:AMD,2026-06-02T17:20:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:18:38.657100Z,decision-471622bd10f9488e,NO_TRADE,AMD,NONE,0,513.2499,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:18:23.906703Z:AMD,2026-06-02T17:15:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:13:15.901974Z,decision-c4385c72f6e84d15,NO_TRADE,AMD,NONE,0,514.29,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:13:04.383771Z:AMD,2026-06-02T17:10:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:07:55.229366Z,decision-c1af732ed96b4fd0,NO_TRADE,AMD,NONE,0,514.84,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:07:44.491903Z:AMD,2026-06-02T17:00:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T17:02:24.541372Z,decision-914ff919be1e45fb,NO_TRADE,AMD,NONE,0,514.84,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T17:02:09.519103Z:AMD,2026-06-02T17:00:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:57:01.657114Z,decision-fd4e0504c0d5475b,NO_TRADE,AMD,NONE,0,515.32,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:56:48.341265Z:AMD,2026-06-02T16:50:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:51:37.800203Z,decision-f037dc54d1c24536,NO_TRADE,AMD,NONE,0,515.32,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:51:26.163161Z:AMD,2026-06-02T16:50:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:46:17.067548Z,decision-f1defe7f50e54c19,NO_TRADE,AMD,NONE,0,513.6,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:46:05.450685Z:AMD,2026-06-02T16:45:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:40:54.798642Z,decision-0ade75940ac14105,NO_TRADE,AMD,NONE,0,513.43,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:40:33.888582Z:AMD,2026-06-02T16:40:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:35:22.844105Z,decision-00d04c52c2e848dc,NO_TRADE,AMD,NONE,0,513.395,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:35:09.988211Z:AMD,2026-06-02T16:35:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:29:57.978265Z,decision-eea49af1ae2c4542,NO_TRADE,AMD,NONE,0,512.825,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:29:24.767208Z:AMD,2026-06-02T16:25:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:23:56.644583Z,decision-76c787d3eec045d6,NO_TRADE,AMD,NONE,0,513.62,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:23:45.867240Z:AMD,2026-06-02T16:20:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:18:29.934893Z,decision-aecc9a78ed1a48a1,NO_TRADE,AMD,NONE,0,516.835,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:18:13.106351Z:AMD,2026-06-02T16:05:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:12:40.140511Z,decision-179582e491184903,NO_TRADE,AMD,NONE,0,516.835,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:12:02.987011Z:AMD,2026-06-02T16:05:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:06:30.458332Z,decision-b436bf8534b24cdc,NO_TRADE,AMD,NONE,0,516.835,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T16:06:00.836018Z:AMD,2026-06-02T16:05:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T16:00:31.583708Z,decision-cc48dfcff9e7411e,NO_TRADE,AMD,NONE,0,515.57,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:59:47.506573Z:AMD,2026-06-02T15:55:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:55:17.999318Z,decision-8d72fd8a1bf94b41,NO_TRADE,AMD,NONE,0,515.57,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:55:07.575641Z:AMD,2026-06-02T15:55:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:54:23.026116Z,decision-4df6d1d84e794d07,NO_TRADE,AMD,NONE,0,515.03,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:54:00.490361Z:AMD,2026-06-02T15:50:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:49:55.519300Z,decision-82841309fe014167,NO_TRADE,AMD,NONE,0,514.05,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:49:42.107389Z:AMD,2026-06-02T15:45:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:48:42.876240Z,decision-0b16189c07de43c2,NO_TRADE,AMD,NONE,0,513.12,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:48:30.256339Z:AMD,2026-06-02T15:35:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:44:28.612725Z,decision-81da66d11dba4450,NO_TRADE,AMD,NONE,0,513.12,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:44:13.948819Z:AMD,2026-06-02T15:35:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:43:18.998076Z,decision-ba8ab604c26f4014,NO_TRADE,AMD,NONE,0,513.12,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:43:07.985437Z:AMD,2026-06-02T15:35:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:39:04.657907Z,decision-d4c337a1b9074e2d,NO_TRADE,AMD,NONE,0,513.12,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:38:54.172318Z:AMD,2026-06-02T15:35:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:38:00.245827Z,decision-6c1286a0026d4fb2,NO_TRADE,AMD,NONE,0,513.12,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:37:49.471110Z:AMD,2026-06-02T15:35:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:33:45.355588Z,decision-66c312a6d37147b8,NO_TRADE,AMD,NONE,0,513.14,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:33:35.151824Z:AMD,2026-06-02T15:30:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:32:39.483873Z,decision-4d3e8a8fc1c24e23,NO_TRADE,AMD,NONE,0,511.105,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:32:29.150889Z:AMD,2026-06-02T15:25:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:28:25.469052Z,decision-742cef0a7bce40a6,NO_TRADE,AMD,NONE,0,511.105,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:28:15.041551Z:AMD,2026-06-02T15:25:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:27:21.524169Z,decision-f8eea78817974f7a,NO_TRADE,AMD,NONE,0,511.105,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:27:10.529680Z:AMD,2026-06-02T15:25:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:23:05.529266Z,decision-bef56b7bffb94972,NO_TRADE,AMD,NONE,0,510.63,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:22:55.346618Z:AMD,2026-06-02T15:15:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:22:02.809852Z,decision-c6f31c489b904777,NO_TRADE,AMD,NONE,0,510.63,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:21:52.375463Z:AMD,2026-06-02T15:15:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:17:47.237902Z,decision-4c9648ac07ba4e69,NO_TRADE,AMD,NONE,0,510.63,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:17:36.883093Z:AMD,2026-06-02T15:15:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:16:45.009125Z,decision-f01f9f3a93d940db,NO_TRADE,AMD,NONE,0,510.63,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:16:34.446337Z:AMD,2026-06-02T15:15:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:12:28.376107Z,decision-efd0dd0da5a64f92,NO_TRADE,AMD,NONE,0,508.02,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:12:17.456698Z:AMD,2026-06-02T15:05:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:11:26.011224Z,decision-2ce42f58244841b8,NO_TRADE,AMD,NONE,0,508.02,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:11:15.080988Z:AMD,2026-06-02T15:05:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:07:08.361064Z,decision-11c6412c278f48e7,NO_TRADE,AMD,NONE,0,508.02,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:06:58.123196Z:AMD,2026-06-02T15:05:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:06:07.169468Z,decision-43cf3d8303bf4c29,NO_TRADE,AMD,NONE,0,508.02,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:05:56.491112Z:AMD,2026-06-02T15:05:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:01:49.507561Z,decision-67084f61c9624b91,NO_TRADE,AMD,NONE,0,508.12,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:01:39.240584Z:AMD,2026-06-02T15:00:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
2026-06-02T15:00:48.079067Z,decision-d523113dfad0409f,NO_TRADE,AMD,NONE,0,508.2,STRATEGY_FILTER_NOT_MET,NO_ENTRY,0,1,1,0.5,2026-06-02T15:00:37.451476Z:AMD,2026-06-02T15:00:00Z,KIS_CURRENT_PRICE_APPENDED,constructive_risk_on|persistent_theme_leader,intraday_breakout_acceptance,CAPTURED,Task567:AMD:2026-05-06 04:00:00+00:00
