path,class,size_bytes,owner,reviewer,decision,action,target_path,delete_allowed,result,reason
data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/lifecycle_regime_panel.csv,DERIVED_OR_RUNTIME_DATA,40740776,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/lifecycle_regime_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_lifecycle_regime_panel.csv,DERIVED_OR_RUNTIME_DATA,59787886,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_lifecycle_regime_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_timestamp_regime_panel.csv,DERIVED_OR_RUNTIME_DATA,102793066,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_timestamp_regime_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_lifecycle_panel.csv,DERIVED_OR_RUNTIME_DATA,289886362,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_lifecycle_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_trade_ledger.csv,DERIVED_OR_RUNTIME_DATA,16349734,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_trade_ledger.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_402_multifactor_continuation_state_discovery/archetype_assignment_panel.csv,DERIVED_OR_RUNTIME_DATA,12712810,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_402_multifactor_continuation_state_discovery/archetype_assignment_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_402r_decision_labelability_audit/unlabeled_candidate_audit.csv,DERIVED_OR_RUNTIME_DATA,38923730,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_402r_decision_labelability_audit/unlabeled_candidate_audit.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_assignment_panel.csv,DERIVED_OR_RUNTIME_DATA,187794560,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_assignment_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_406_professional_multicombination_test/professional_combo_assignment_panel.csv,DERIVED_OR_RUNTIME_DATA,85681768,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_406_professional_multicombination_test/professional_combo_assignment_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_406_raw_factor_source_audit/raw_bar_provenance_panel.csv,DERIVED_OR_RUNTIME_DATA,681195740,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_406_raw_factor_source_audit/raw_bar_provenance_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_entry_candidate_log.csv,DERIVED_OR_RUNTIME_DATA,354964924,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_entry_candidate_log.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_event_log.csv,DERIVED_OR_RUNTIME_DATA,17671036,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_event_log.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_labels.csv,DERIVED_OR_RUNTIME_DATA,10676397,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_labels.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_label_panel.csv,DERIVED_OR_RUNTIME_DATA,12793495,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_label_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_482_continuous_market_theme_regime_engine/daily_regime_source_ohlcv_panel.csv,DERIVED_OR_RUNTIME_DATA,28729257,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_482_continuous_market_theme_regime_engine/daily_regime_source_ohlcv_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_483_firm_grade_market_theme_regime_upgrade/daily_regime_source_ohlcv_panel.csv,DERIVED_OR_RUNTIME_DATA,28729257,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_483_firm_grade_market_theme_regime_upgrade/daily_regime_source_ohlcv_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_484_continuation_payoff_regime_engine/daily_regime_source_ohlcv_panel.csv,DERIVED_OR_RUNTIME_DATA,30847977,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_484_continuation_payoff_regime_engine/daily_regime_source_ohlcv_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_lifecycle_panel.csv,DERIVED_OR_RUNTIME_DATA,101344232,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_lifecycle_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_548_market_theme_regime_feature_expansion/market_regime_v5_panel.csv,DERIVED_OR_RUNTIME_DATA,31689112,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_548_market_theme_regime_feature_expansion/market_regime_v5_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_548_market_theme_regime_feature_expansion/theme_regime_v5_panel.csv,DERIVED_OR_RUNTIME_DATA,5032,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_548_market_theme_regime_feature_expansion/theme_regime_v5_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_549_theme_universe_leadership_contract/theme_leadership_panel.csv,DERIVED_OR_RUNTIME_DATA,7565,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_549_theme_universe_leadership_contract/theme_leadership_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_550_anchored_vwap_band_walk_continuation/symbol_continuation_structure_v2_panel.csv,DERIVED_OR_RUNTIME_DATA,33804724,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_550_anchored_vwap_band_walk_continuation/symbol_continuation_structure_v2_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_553_portfolio_realism_simulator/exposure_overlap_audit.csv,DERIVED_OR_RUNTIME_DATA,3059020,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_553_portfolio_realism_simulator/exposure_overlap_audit.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_553_portfolio_realism_simulator/portfolio_equity_curve.csv,DERIVED_OR_RUNTIME_DATA,2905006,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_553_portfolio_realism_simulator/portfolio_equity_curve.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_556_vwap_bandwalk_portfolio_revalidation/vwap_bandwalk_assignment_panel.csv,DERIVED_OR_RUNTIME_DATA,159012197,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_556_vwap_bandwalk_portfolio_revalidation/vwap_bandwalk_assignment_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_557_vwap_acceptance_ontology_rebuild/vwap_acceptance_ontology_v3_panel.csv,DERIVED_OR_RUNTIME_DATA,37579809,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_557_vwap_acceptance_ontology_rebuild/vwap_acceptance_ontology_v3_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_559_context_gate_reattach/context_gate_v3_panel.csv,DERIVED_OR_RUNTIME_DATA,38174216,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_559_context_gate_reattach/context_gate_v3_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_562_vwap_acceptance_oos_stability_test/vwap_acceptance_oos_stability_audit.csv,DERIVED_OR_RUNTIME_DATA,1076,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_562_vwap_acceptance_oos_stability_test/vwap_acceptance_oos_stability_audit.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_563_paper_shadow_microstructure_capture_activation/paper_shadow_capture_activation_plan.csv,DERIVED_OR_RUNTIME_DATA,458,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_563_paper_shadow_microstructure_capture_activation/paper_shadow_capture_activation_plan.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_567_capital_flow_regime_v6/capital_flow_regime_v6_panel.csv,DERIVED_OR_RUNTIME_DATA,40436892,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_567_capital_flow_regime_v6/capital_flow_regime_v6_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_568_vwap_pullback_sleeve_robustness/vwap_pullback_sleeve_assignment_panel.csv,DERIVED_OR_RUNTIME_DATA,17118963,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_568_vwap_pullback_sleeve_robustness/vwap_pullback_sleeve_assignment_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_573_historical_nbbo_feature_rebuild/historical_nbbo_feature_panel.csv,DERIVED_OR_RUNTIME_DATA,20623127,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_573_historical_nbbo_feature_rebuild/historical_nbbo_feature_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_576_microstructure_aware_continuation_backtest/task576_microstructure_assignment_panel.csv,DERIVED_OR_RUNTIME_DATA,21825204,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_576_microstructure_aware_continuation_backtest/task576_microstructure_assignment_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_577_historical_nbbo_trajectory_factor_rebuild/nbbo_trajectory_feature_panel.csv,DERIVED_OR_RUNTIME_DATA,33479982,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_577_historical_nbbo_trajectory_factor_rebuild/nbbo_trajectory_feature_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_578_regime_vwap_nbbo_trajectory_backtest/nbbo_trajectory_backtest_panel.csv,DERIVED_OR_RUNTIME_DATA,33774783,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_578_regime_vwap_nbbo_trajectory_backtest/nbbo_trajectory_backtest_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/artifacts/task_581_quote_pressure_price_response_refinement/quote_pressure_price_response_panel.csv,DERIVED_OR_RUNTIME_DATA,37505502,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/artifacts/task_581_quote_pressure_price_response_refinement/quote_pressure_price_response_panel.csv,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/backtest/trades.json,DERIVED_OR_RUNTIME_DATA,305517,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/backtest/trades.json,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
data/catalog.py,DERIVED_OR_RUNTIME_DATA,666,Data and Market Microstructure,Governance Reviewer,KEEP_PROJECT_SOURCE,KEEP_PROJECT_SOURCE,data/catalog.py,FALSE,NO_PHYSICAL_CHANGE,Data package source/documentation reclassified from derived/runtime.
data/quality.py,DERIVED_OR_RUNTIME_DATA,1004,Data and Market Microstructure,Governance Reviewer,KEEP_PROJECT_SOURCE,KEEP_PROJECT_SOURCE,data/quality.py,FALSE,NO_PHYSICAL_CHANGE,Data package source/documentation reclassified from derived/runtime.
data/task384_offline_canonical_smoke_continuation_capture.jsonl,DERIVED_OR_RUNTIME_DATA,3629,Data and Market Microstructure,Governance Reviewer,DVC_TRACK,DVC_TRACK,data/task384_offline_canonical_smoke_continuation_capture.jsonl,FALSE,NO_PHYSICAL_CHANGE,Derived/runtime artifact retained as DVC-managed project data.
docs/tmp/task_068B_risk_grid.checkpoint.json,TMP_OR_CHECKPOINT,147843,Research Governance,Governance Reviewer,MOVE_TO_ARCHIVE,MOVE_TO_ARCHIVE,docs/archive/tmp/2026_06/docs/tmp/task_068B_risk_grid.checkpoint.json,FALSE,MOVED,Temporary/checkpoint evidence archived.
docs/tmp/tmp_post_068c_validation.json,TMP_OR_CHECKPOINT,11706,Research Governance,Governance Reviewer,MOVE_TO_ARCHIVE,MOVE_TO_ARCHIVE,docs/archive/tmp/2026_06/docs/tmp/tmp_post_068c_validation.json,FALSE,MOVED,Temporary/checkpoint evidence archived.
docs/tmp/tmp_pre_068c_validation.json,TMP_OR_CHECKPOINT,11706,Research Governance,Governance Reviewer,MOVE_TO_ARCHIVE,MOVE_TO_ARCHIVE,docs/archive/tmp/2026_06/docs/tmp/tmp_pre_068c_validation.json,FALSE,MOVED,Temporary/checkpoint evidence archived.
downloads/tailscale-setup-1.98.2-amd64.msi,LOCAL_INSTALLER_OR_DOWNLOAD,36501504,Research Governance,Governance Reviewer,DVC_TRACK,MOVE_TO_ARCHIVE,docs/archive/local_downloads/2026_06/downloads/tailscale-setup-1.98.2-amd64.msi,FALSE,MOVED,Installer retained as DVC-managed binary because Git LFS is unavailable.
frontend_data/catalog/acceptance_status_catalog.json,POSSIBLE_DUPLICATE_GENERATED_CATALOG,16334,Research Governance,Governance Reviewer,DELETE_LOGGED,DELETE_LOGGED,,TRUE,DELETED,Generated staging duplicate of public catalog: C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/acceptance_status_catalog.json
frontend_data/catalog/paper_ops_runtime_catalog.json,POSSIBLE_DUPLICATE_GENERATED_CATALOG,3339210,Research Governance,Governance Reviewer,DELETE_LOGGED,DELETE_LOGGED,,TRUE,DELETED,Generated staging duplicate of public catalog: C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/paper_ops_runtime_catalog.json
frontend_data/catalog/paper_trade_detail_view.json,POSSIBLE_DUPLICATE_GENERATED_CATALOG,859208,Research Governance,Governance Reviewer,DELETE_LOGGED,DELETE_LOGGED,,TRUE,DELETED,Generated staging duplicate of public catalog: C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/paper_trade_detail_view.json
frontend_data/catalog/readiness_registry.json,POSSIBLE_DUPLICATE_GENERATED_CATALOG,8729,Research Governance,Governance Reviewer,DELETE_LOGGED,DELETE_LOGGED,,TRUE,DELETED,Generated staging duplicate of public catalog: C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/readiness_registry.json
frontend_data/catalog/trader_terminal_catalog.json,POSSIBLE_DUPLICATE_GENERATED_CATALOG,116939669,Research Governance,Governance Reviewer,DELETE_LOGGED,DELETE_LOGGED,,TRUE,DELETED,Generated staging duplicate of public catalog: C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/trader_terminal_catalog.json
logs/bg_test_err.log,RUN_LOG,0,Research Governance,Governance Reviewer,MOVE_TO_ARCHIVE,MOVE_TO_ARCHIVE,docs/archive/runtime_logs/2026_06/logs/bg_test_err.log,FALSE,MOVED,Runtime log archived instead of deleted.
logs/bg_test_out.log,RUN_LOG,5,Research Governance,Governance Reviewer,MOVE_TO_ARCHIVE,MOVE_TO_ARCHIVE,docs/archive/runtime_logs/2026_06/logs/bg_test_out.log,FALSE,MOVED,Runtime log archived instead of deleted.
