path,action,result,target_path,size_bytes,note
data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_timestamp_regime_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_timestamp_regime_panel.csv,102793066,Decision recorded; no physical move/delete required.
data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_lifecycle_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_lifecycle_panel.csv,289886362,Decision recorded; no physical move/delete required.
data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_trade_ledger.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_399_intraday_universe_history_expansion/task_398_expanded/portfolio_trade_ledger.csv,16349734,Decision recorded; no physical move/delete required.
data/artifacts/task_402_multifactor_continuation_state_discovery/archetype_assignment_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_402_multifactor_continuation_state_discovery/archetype_assignment_panel.csv,12712810,Decision recorded; no physical move/delete required.
data/artifacts/task_402r_decision_labelability_audit/unlabeled_candidate_audit.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_402r_decision_labelability_audit/unlabeled_candidate_audit.csv,38923730,Decision recorded; no physical move/delete required.
data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_assignment_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_405_refined_archetype_portfolio_rebuild/refined_archetype_assignment_panel.csv,187794560,Decision recorded; no physical move/delete required.
data/artifacts/task_406_professional_multicombination_test/professional_combo_assignment_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_406_professional_multicombination_test/professional_combo_assignment_panel.csv,85681768,Decision recorded; no physical move/delete required.
data/artifacts/task_406_raw_factor_source_audit/raw_bar_provenance_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_406_raw_factor_source_audit/raw_bar_provenance_panel.csv,681195740,Decision recorded; no physical move/delete required.
data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_entry_candidate_log.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_entry_candidate_log.csv,354964924,Decision recorded; no physical move/delete required.
data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_event_log.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_event_log.csv,17671036,Decision recorded; no physical move/delete required.
data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_labels.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_labels.csv,10676397,Decision recorded; no physical move/delete required.
data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_label_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_480_symbol_structure_continuation_diagnostics/symbol_structure_label_panel.csv,12793495,Decision recorded; no physical move/delete required.
data/artifacts/task_482_continuous_market_theme_regime_engine/daily_regime_source_ohlcv_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_482_continuous_market_theme_regime_engine/daily_regime_source_ohlcv_panel.csv,28729257,Decision recorded; no physical move/delete required.
data/artifacts/task_483_firm_grade_market_theme_regime_upgrade/daily_regime_source_ohlcv_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_483_firm_grade_market_theme_regime_upgrade/daily_regime_source_ohlcv_panel.csv,28729257,Decision recorded; no physical move/delete required.
data/artifacts/task_484_continuation_payoff_regime_engine/daily_regime_source_ohlcv_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_484_continuation_payoff_regime_engine/daily_regime_source_ohlcv_panel.csv,30847977,Decision recorded; no physical move/delete required.
data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_lifecycle_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_484_continuation_payoff_regime_engine/payoff_regime_lifecycle_panel.csv,101344232,Decision recorded; no physical move/delete required.
data/artifacts/task_548_market_theme_regime_feature_expansion/market_regime_v5_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_548_market_theme_regime_feature_expansion/market_regime_v5_panel.csv,31689112,Decision recorded; no physical move/delete required.
data/artifacts/task_548_market_theme_regime_feature_expansion/theme_regime_v5_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_548_market_theme_regime_feature_expansion/theme_regime_v5_panel.csv,5032,Decision recorded; no physical move/delete required.
data/artifacts/task_549_theme_universe_leadership_contract/theme_leadership_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_549_theme_universe_leadership_contract/theme_leadership_panel.csv,7565,Decision recorded; no physical move/delete required.
data/artifacts/task_550_anchored_vwap_band_walk_continuation/symbol_continuation_structure_v2_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_550_anchored_vwap_band_walk_continuation/symbol_continuation_structure_v2_panel.csv,33804724,Decision recorded; no physical move/delete required.
data/artifacts/task_553_portfolio_realism_simulator/exposure_overlap_audit.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_553_portfolio_realism_simulator/exposure_overlap_audit.csv,3059020,Decision recorded; no physical move/delete required.
data/artifacts/task_553_portfolio_realism_simulator/portfolio_equity_curve.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_553_portfolio_realism_simulator/portfolio_equity_curve.csv,2905006,Decision recorded; no physical move/delete required.
data/artifacts/task_556_vwap_bandwalk_portfolio_revalidation/vwap_bandwalk_assignment_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_556_vwap_bandwalk_portfolio_revalidation/vwap_bandwalk_assignment_panel.csv,159012197,Decision recorded; no physical move/delete required.
data/artifacts/task_557_vwap_acceptance_ontology_rebuild/vwap_acceptance_ontology_v3_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_557_vwap_acceptance_ontology_rebuild/vwap_acceptance_ontology_v3_panel.csv,37579809,Decision recorded; no physical move/delete required.
data/artifacts/task_559_context_gate_reattach/context_gate_v3_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_559_context_gate_reattach/context_gate_v3_panel.csv,38174216,Decision recorded; no physical move/delete required.
data/artifacts/task_562_vwap_acceptance_oos_stability_test/vwap_acceptance_oos_stability_audit.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_562_vwap_acceptance_oos_stability_test/vwap_acceptance_oos_stability_audit.csv,1076,Decision recorded; no physical move/delete required.
data/artifacts/task_563_paper_shadow_microstructure_capture_activation/paper_shadow_capture_activation_plan.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_563_paper_shadow_microstructure_capture_activation/paper_shadow_capture_activation_plan.csv,458,Decision recorded; no physical move/delete required.
data/artifacts/task_567_capital_flow_regime_v6/capital_flow_regime_v6_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_567_capital_flow_regime_v6/capital_flow_regime_v6_panel.csv,40436892,Decision recorded; no physical move/delete required.
data/artifacts/task_568_vwap_pullback_sleeve_robustness/vwap_pullback_sleeve_assignment_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_568_vwap_pullback_sleeve_robustness/vwap_pullback_sleeve_assignment_panel.csv,17118963,Decision recorded; no physical move/delete required.
data/artifacts/task_573_historical_nbbo_feature_rebuild/historical_nbbo_feature_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_573_historical_nbbo_feature_rebuild/historical_nbbo_feature_panel.csv,20623127,Decision recorded; no physical move/delete required.
data/artifacts/task_576_microstructure_aware_continuation_backtest/task576_microstructure_assignment_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_576_microstructure_aware_continuation_backtest/task576_microstructure_assignment_panel.csv,21825204,Decision recorded; no physical move/delete required.
data/artifacts/task_577_historical_nbbo_trajectory_factor_rebuild/nbbo_trajectory_feature_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_577_historical_nbbo_trajectory_factor_rebuild/nbbo_trajectory_feature_panel.csv,33479982,Decision recorded; no physical move/delete required.
data/artifacts/task_578_regime_vwap_nbbo_trajectory_backtest/nbbo_trajectory_backtest_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_578_regime_vwap_nbbo_trajectory_backtest/nbbo_trajectory_backtest_panel.csv,33774783,Decision recorded; no physical move/delete required.
data/artifacts/task_581_quote_pressure_price_response_refinement/quote_pressure_price_response_panel.csv,DVC_TRACK,NO_PHYSICAL_CHANGE,data/artifacts/task_581_quote_pressure_price_response_refinement/quote_pressure_price_response_panel.csv,37505502,Decision recorded; no physical move/delete required.
data/backtest/trades.json,DVC_TRACK,NO_PHYSICAL_CHANGE,data/backtest/trades.json,305517,Decision recorded; no physical move/delete required.
data/catalog.py,KEEP_PROJECT_SOURCE,NO_PHYSICAL_CHANGE,data/catalog.py,666,Data package source/documentation reclassified from derived/runtime.
data/quality.py,KEEP_PROJECT_SOURCE,NO_PHYSICAL_CHANGE,data/quality.py,1004,Data package source/documentation reclassified from derived/runtime.
data/task384_offline_canonical_smoke_continuation_capture.jsonl,DVC_TRACK,NO_PHYSICAL_CHANGE,data/task384_offline_canonical_smoke_continuation_capture.jsonl,3629,Decision recorded; no physical move/delete required.
docs/tmp/task_068B_risk_grid.checkpoint.json,MOVE_TO_ARCHIVE,MOVED,docs/archive/tmp/2026_06/docs/tmp/task_068B_risk_grid.checkpoint.json,147843,Path moved to managed archive location.
docs/tmp/tmp_post_068c_validation.json,MOVE_TO_ARCHIVE,MOVED,docs/archive/tmp/2026_06/docs/tmp/tmp_post_068c_validation.json,11706,Path moved to managed archive location.
docs/tmp/tmp_pre_068c_validation.json,MOVE_TO_ARCHIVE,MOVED,docs/archive/tmp/2026_06/docs/tmp/tmp_pre_068c_validation.json,11706,Path moved to managed archive location.
downloads/tailscale-setup-1.98.2-amd64.msi,MOVE_TO_ARCHIVE,MOVED,docs/archive/local_downloads/2026_06/downloads/tailscale-setup-1.98.2-amd64.msi,36501504,Path moved to managed archive location.
frontend_data/catalog/acceptance_status_catalog.json,DELETE_LOGGED,DELETED,,16334,Generated staging duplicate of C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/acceptance_status_catalog.json.
frontend_data/catalog/paper_ops_runtime_catalog.json,DELETE_LOGGED,DELETED,,3339210,Generated staging duplicate of C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/paper_ops_runtime_catalog.json.
frontend_data/catalog/paper_trade_detail_view.json,DELETE_LOGGED,DELETED,,859208,Generated staging duplicate of C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/paper_trade_detail_view.json.
frontend_data/catalog/readiness_registry.json,DELETE_LOGGED,DELETED,,8729,Generated staging duplicate of C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/readiness_registry.json.
frontend_data/catalog/trader_terminal_catalog.json,DELETE_LOGGED,DELETED,,116939669,Generated staging duplicate of C:/Users/minjo/OneDrive/바탕 화면/외국주식 퀀트트레이딩/frontend/trader-terminal/public/catalog/trader_terminal_catalog.json.
logs/bg_test_err.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/bg_test_err.log,0,Path moved to managed archive location.
logs/bg_test_out.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/bg_test_out.log,5,Path moved to managed archive location.
logs/task374_full_rerun_status.txt,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task374_full_rerun_status.txt,9,Path moved to managed archive location.
logs/task374_full_rerun_stderr.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task374_full_rerun_stderr.log,468,Path moved to managed archive location.
logs/task374_full_rerun_stderr_20260510_152822.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task374_full_rerun_stderr_20260510_152822.log,172,Path moved to managed archive location.
logs/task374_full_rerun_stderr_20260510_152913.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task374_full_rerun_stderr_20260510_152913.log,0,Path moved to managed archive location.
logs/task374_full_rerun_stdout.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task374_full_rerun_stdout.log,0,Path moved to managed archive location.
logs/task374_full_rerun_stdout_20260510_152822.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task374_full_rerun_stdout_20260510_152822.log,173,Path moved to managed archive location.
logs/task374_full_rerun_stdout_20260510_152913.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task374_full_rerun_stdout_20260510_152913.log,0,Path moved to managed archive location.
logs/task588_nasdaq_paper_loop_stderr.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task588_nasdaq_paper_loop_stderr.log,0,Path moved to managed archive location.
logs/task588_nasdaq_paper_loop_stdout.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task588_nasdaq_paper_loop_stdout.log,947741,Path moved to managed archive location.
logs/task588_paper_runtime_loop_stderr.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task588_paper_runtime_loop_stderr.log,0,Path moved to managed archive location.
logs/task588_paper_runtime_loop_stdout.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task588_paper_runtime_loop_stdout.log,0,Path moved to managed archive location.
logs/task589_paper_eod_stderr.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task589_paper_eod_stderr.log,0,Path moved to managed archive location.
logs/task589_paper_eod_stdout.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/task589_paper_eod_stdout.log,23514,Path moved to managed archive location.
logs/trader-terminal-vite.err.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/trader-terminal-vite.err.log,0,Path moved to managed archive location.
logs/trader-terminal-vite.out.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/trader-terminal-vite.out.log,590,Path moved to managed archive location.
logs/trader_terminal_lan_stderr.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/trader_terminal_lan_stderr.log,0,Path moved to managed archive location.
logs/trader_terminal_lan_stdout.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/trader_terminal_lan_stdout.log,437,Path moved to managed archive location.
logs/trader_terminal_preview.log,MOVE_TO_ARCHIVE,MOVED,docs/archive/runtime_logs/2026_06/logs/trader_terminal_preview.log,322,Path moved to managed archive location.
trading_continuation_capture.jsonl,MOVE_TO_ARCHIVE,MOVED,data/artifacts/runtime_capture/trading_continuation_capture.jsonl,36784,Path moved to managed archive location.
참고 Context/1. 퀀트트레이딩기초/1.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,1783517,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/10.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,6189614,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/11.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,9640711,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/12.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,3664434,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/13.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,3118268,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/2.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,3604554,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/3.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,3287188,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/4.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,6034092,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/5.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,7631227,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/6.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,11984240,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/7.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,2902515,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/8.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,6924126,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/1. 퀀트트레이딩기초/9.pdf,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,7400129,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/3Commas Bot.txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,21775,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/AI Predictive Flow (Zeiierman).txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,11076,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/Bjorgum Double Tap.txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,28288,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/Built-in Kelly ratio for dynamic position sizing.txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,3746,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/CTZ BTC Liquidation Heatmap with Whale Detection.txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,24216,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/HTF Volume Spike & Imbalance Projection [LuxAlgo].txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,15533,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/Market Structure Trend Matrix [BigBeluga].txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,7242,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/Monthly Returns in PineScript Strategies.txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,4270,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/Template Trailing Strategy (Backtester).txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,287677,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/2. 트레이딩뷰 Sourcecode/Traling.SL.Target.txt,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,11261,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/.gitignore,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,100,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/QuantConnectStrategies/01_Trend_Scanning/research.ipynb,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,5591557,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
참고 Context/3. Github Source/QuantTraderDL-main/QuantTraderDL-main/QuantConnectStrategies/02_Factor_Preprocessing_Techniques_for_Regime_Detection/research.ipynb,SOURCE_MISSING_RECHECK,MISSING_SOURCE_AT_EXECUTION,,6564551,"A005 listed this external reference path, but it is not present in the current workspace; no delete or move was performed."
