path,top_dir,suffix,size_bytes,class,recommendation,delete_risk,reason
docs/reports/daily_feedback_2026-05-23/daily_feedback_2026-05-23.md,docs,.md,10689,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-05-24/daily_feedback_2026-05-24.md,docs,.md,11177,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-05-25/daily_feedback_2026-05-25.md,docs,.md,12383,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-05-25/slack_report_2026-05-25.md,docs,.md,3473,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-05-27/daily_feedback_2026-05-27.md,docs,.md,10161,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-05-27/slack_report_2026-05-27.md,docs,.md,1882,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-05-28/daily_feedback_2026-05-28.md,docs,.md,11467,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-05-28/slack_report_2026-05-28.md,docs,.md,2126,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-06-02/daily_feedback_2026-06-02.md,docs,.md,9923,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-06-02/slack_report_2026-06-02.md,docs,.md,2134,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-06-03/daily_feedback_2026-06-03.md,docs,.md,10854,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-06-03/slack_report_2026-06-03.md,docs,.md,1914,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-06-04/daily_feedback_2026-06-04.md,docs,.md,11027,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_2026-06-04/slack_report_2026-06-04.md,docs,.md,2017,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/daily_feedback_team_summary_2026-06-02/daily_feedback_team_summary_2026-06-02.md,docs,.md,9204,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/ops/task_log_2026-04-24.md,docs,.md,7279,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/ops/task_log_2026-04-25.md,docs,.md,4741,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/pilot_kpi_gate.md,docs,.md,2249,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_066b/task_066B_final_validation_time_stop_only.json,docs,.json,13444,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_066b/task_066B_final_validation_time_stop_only.md,docs,.md,2828,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_066b/task_066_final_validation_limited_chase.md,docs,.md,2452,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_067/task_067_stop_loss_structure.json,docs,.json,7516,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_067/task_067_stop_loss_structure.md,docs,.md,3610,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_068/task_068_risk_model_layer.json,docs,.json,5037,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_068/task_068_risk_model_layer.md,docs,.md,2895,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_068b/task_068B_risk_grid.json,docs,.json,156249,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_068b/task_068B_risk_grid.md,docs,.md,831,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_076/task_076_minimal_regime_entry_gate.json,docs,.json,53431,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_076/task_076_minimal_regime_entry_gate.md,docs,.md,3893,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_076/task_076_review.json,docs,.json,1991,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_076/task_076_review.md,docs,.md,602,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_077/task_077_gate_revalidation.json,docs,.json,4628,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_077/task_077_gate_revalidation.md,docs,.md,1059,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_078/task_078_regime_decomposition.json,docs,.json,2984,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_078/task_078_regime_decomposition.md,docs,.md,1022,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_080/task_080_paper_one_shot.json,docs,.json,5095,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_080/task_080_paper_one_shot.md,docs,.md,1507,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_081/task_081_paper_eod_review.json,docs,.json,608,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_081/task_081_paper_eod_review.md,docs,.md,572,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_082R/task_082R_architecture.json,docs,.json,9635,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_082R/task_082R_architecture.md,docs,.md,2276,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_083/task_083_portfolio_validation.json,docs,.json,15797,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_083/task_083_portfolio_validation.md,docs,.md,5928,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_084/task_084_strategy_lock.json,docs,.json,4948,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_084/task_084_strategy_lock.md,docs,.md,2446,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_085/task_085_paper_pilot.json,docs,.json,4145,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_085/task_085_paper_pilot.md,docs,.md,1637,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_086/task_086_risk_guard_lock.md,docs,.md,2167,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_086/task_086_sample_plan.md,docs,.md,2317,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_134208_pilot_run.json,docs,.json,1685,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_134208_pilot_run.md,docs,.md,782,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_135722_pilot_run.json,docs,.json,1713,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_135722_pilot_run.md,docs,.md,792,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_154706_pilot_run.json,docs,.json,2008,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_154706_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_154725_pilot_run.json,docs,.json,2008,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_154725_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_155221_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_155221_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_155924_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_155924_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_160239_pilot_run.json,docs,.json,1888,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_160239_pilot_run.md,docs,.md,870,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_160523_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_160523_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_160724_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_160724_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_162925_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_162925_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163000_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163000_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163128_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163128_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163139_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163139_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163227_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163227_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163432_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163432_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163637_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163637_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163842_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163842_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163906_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_163906_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164011_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164011_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164116_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164116_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164222_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164222_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164326_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164326_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164432_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164432_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164537_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164537_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164710_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164710_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164816_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164816_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164922_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_164922_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_165027_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_165027_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_165133_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_165133_pilot_run.md,docs,.md,860,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
docs/reports/task_087/runs/20260424_165238_pilot_run.json,docs,.json,2096,HISTORICAL_REPORT,KEEP_OR_ARCHIVE_REVIEW,MEDIUM,Historical report evidence; exclude from default read scope.
