lifecycle_id,symbol,entry_ts,split_name,theme_id,market_state,theme_state,playbook_id,mechanism_relation_state,catalyst_quality_tier,price_acceptance_state,accepted_flag,allocation_reason,size_multiplier,net_return_costed,candidate_name,split_scope
TASK617|GE|20240410T133000Z,GE,2024-04-12 14:30:00+00:00,train_design,industrial_automation_robotics,mixed_rotation_tape,leadership_fading,research_only_sparse,sparse_mechanism_cell,medium_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.041375954261606604,baseline_task639,all
TASK617|GE|20240411T171500Z,GE,2024-04-15 14:30:00+00:00,train_design,industrial_automation_robotics,broad_risk_off,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0490712478690352,baseline_task639,all
TASK617|GE|20240416T134500Z,GE,2024-04-18 14:30:00+00:00,train_design,industrial_automation_robotics,broad_risk_off,leadership_fading,research_only_sparse,sparse_mechanism_cell,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.013381446371216597,baseline_task639,all
TASK617|ASTS|20240625T140000Z,ASTS,2024-06-27 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,narrow_leadership,narrow_leader_selective,company_quality_price_confirmed,strong_catalyst,price_acceptance_strong,1,accepted,1.0,1.5471978612194286,baseline_task639,all
TASK617|ASTS|20240626T133000Z,ASTS,2024-06-28 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,narrow_leadership,narrow_leader_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,1,accepted,1.0,1.4290612492134271,baseline_task639,all
TASK617|ASTS|20240627T133000Z,ASTS,2024-07-01 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,leadership_fading,confirmation_required,company_quality_price_confirmed,strong_catalyst,price_acceptance_strong,1,accepted,1.0,1.346898729287361,baseline_task639,all
TASK617|ASTS|20240731T133000Z,ASTS,2024-08-02 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,1,accepted,1.0,0.4054251273488208,baseline_task639,all
TASK617|ASTS|20240801T140000Z,ASTS,2024-08-05 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,re_acceleration,rotation_selective,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,1,accepted,1.0,0.5476462203152278,baseline_task639,all
TASK617|ASTS|20240805T133000Z,ASTS,2024-08-07 14:30:00+00:00,train_design,aerospace_defense_space,broad_risk_off,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.4097207999942683,baseline_task639,all
TASK617|ASTS|20240806T143000Z,ASTS,2024-08-08 14:30:00+00:00,train_design,aerospace_defense_space,broad_risk_off,neutral_participation,confirmation_required,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_accepted,0,max_positions_full,0.0,0.3969115702094773,baseline_task639,all
TASK617|ASTS|20240807T133000Z,ASTS,2024-08-09 14:30:00+00:00,train_design,aerospace_defense_space,broad_risk_off,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.2157621958988246,baseline_task639,all
TASK617|ASTS|20240808T150000Z,ASTS,2024-08-12 14:30:00+00:00,train_design,aerospace_defense_space,broad_risk_off,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.3246756706387325,baseline_task639,all
TASK617|ASTS|20240909T133000Z,ASTS,2024-09-11 14:30:00+00:00,train_design,aerospace_defense_space,broad_risk_off,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,1,accepted,1.0,-0.20711973184479301,baseline_task639,all
TASK617|RKLB|20240910T191500Z,RKLB,2024-09-12 14:30:00+00:00,train_design,aerospace_defense_space,broad_risk_off,neutral_participation,confirmation_required,company_positive_needs_confirmation,medium_catalyst,price_acceptance_accepted,1,accepted,1.0,2.5758384267942516,baseline_task639,all
TASK617|ASTS|20240911T141500Z,ASTS,2024-09-13 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_strong,1,accepted,1.0,-0.2041415009145876,baseline_task639,all
TASK617|RKLB|20240911T133000Z,RKLB,2024-09-13 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_positive_needs_confirmation,medium_catalyst,price_acceptance_strong,1,accepted,1.0,2.540977035906249,baseline_task639,all
TASK617|ASTS|20240912T191500Z,ASTS,2024-09-16 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_accepted,1,accepted,1.0,-0.2642784460320763,baseline_task639,all
TASK617|RKLB|20240912T173000Z,RKLB,2024-09-16 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,confirmation_required,company_positive_needs_confirmation,medium_catalyst,price_acceptance_accepted,0,max_positions_full,0.0,2.1061111678521103,baseline_task639,all
TASK617|CEG|20240923T133000Z,CEG,2024-09-25 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1177181561836953,baseline_task639,all
TASK617|CEG|20240925T134500Z,CEG,2024-09-27 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.12227190785537541,baseline_task639,all
TASK617|CEG|20240930T143000Z,CEG,2024-10-02 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1419144380018319,baseline_task639,all
TASK617|CEG|20241001T151500Z,CEG,2024-10-03 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1725914078017576,baseline_task639,all
TASK617|CEG|20241002T140000Z,CEG,2024-10-04 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1906356218130785,baseline_task639,all
TASK617|CEG|20241003T141500Z,CEG,2024-10-07 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_offsetting_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2200526080215186,baseline_task639,all
TASK617|RTX|20241023T170000Z,RTX,2024-10-25 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0031754453324761003,baseline_task639,all
TASK617|TEAM|20241104T151500Z,TEAM,2024-11-06 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.4090363552783357,baseline_task639,all
TASK617|TEAM|20241105T181500Z,TEAM,2024-11-07 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,leadership_expanding,research_only_sparse,sparse_mechanism_cell,strong_catalyst,price_acceptance_strong,1,accepted,1.0,0.4160409204561185,baseline_task639,all
TASK617|TEAM|20241106T143000Z,TEAM,2024-11-08 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,strong_catalyst,price_acceptance_strong,1,accepted,1.0,0.3588890112123296,baseline_task639,all
TASK617|TEAM|20241107T144500Z,TEAM,2024-11-11 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,strong_catalyst,price_acceptance_strong,1,accepted,1.0,0.3155041965516675,baseline_task639,all
TASK617|TEAM|20241111T151500Z,TEAM,2024-11-13 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.2807142857142858,baseline_task639,all
TASK617|TEAM|20241113T143000Z,TEAM,2024-11-15 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,re_acceleration,research_only_sparse,sparse_mechanism_cell,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.28621891683358147,baseline_task639,all
TASK617|TEAM|20241114T164500Z,TEAM,2024-11-18 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,re_acceleration,research_only_sparse,sparse_mechanism_cell,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.3033995073572805,baseline_task639,all
TASK617|DDOG|20241216T144500Z,DDOG,2024-12-18 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,strong_catalyst,price_acceptance_strong,1,accepted,1.0,-0.2697397380304668,baseline_task639,all
TASK617|DDOG|20241217T154500Z,DDOG,2024-12-19 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,medium_catalyst,price_acceptance_accepted,1,accepted,1.0,-0.2242026436130865,baseline_task639,all
TASK617|CEG|20250115T144500Z,CEG,2025-01-17 14:30:00+00:00,train_design,power_grid_electrification,broad_risk_off,leadership_fading,confirmation_required,mechanism_offsetting_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2249525155030457,baseline_task639,all
TASK617|CEG|20250116T160000Z,CEG,2025-01-21 14:30:00+00:00,train_design,power_grid_electrification,broad_risk_off,leadership_fading,confirmation_required,mechanism_offsetting_company_positive,strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2389263635179015,baseline_task639,all
TASK617|ARM|20250121T174500Z,ARM,2025-01-23 14:30:00+00:00,train_design,ai_semiconductors,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2942775461710684,baseline_task639,all
TASK617|ASML|20250121T170000Z,ASML,2025-01-23 14:30:00+00:00,train_design,ai_semiconductors,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.13993065675249192,baseline_task639,all
TASK617|ASTS|20250121T151500Z,ASTS,2025-01-23 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.2842950927354913,baseline_task639,all
TASK617|AVGO|20250121T180000Z,AVGO,2025-01-23 14:30:00+00:00,train_design,ai_semiconductors,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2523050870693716,baseline_task639,all
TASK617|CEG|20250121T180000Z,CEG,2025-01-23 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2553226913438287,baseline_task639,all
TASK617|COIN|20250121T181500Z,COIN,2025-01-23 14:30:00+00:00,train_design,crypto_fintech,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2716183038065344,baseline_task639,all
TASK617|EMR|20250121T143000Z,EMR,2025-01-23 14:30:00+00:00,train_design,industrial_automation_robotics,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2760806559985304,baseline_task639,all
TASK617|ETN|20250121T143000Z,ETN,2025-01-23 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2582276447984796,baseline_task639,all
TASK617|GD|20250121T143000Z,GD,2025-01-23 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0170263635357143,baseline_task639,all
TASK617|GEV|20250121T164500Z,GEV,2025-01-23 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2310227058904551,baseline_task639,all
TASK617|GE|20250121T143000Z,GE,2025-01-23 14:30:00+00:00,train_design,industrial_automation_robotics,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1023684270339687,baseline_task639,all
TASK617|GM|20250121T150000Z,GM,2025-01-23 14:30:00+00:00,train_design,ev_autonomy_mobility,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1646908196550115,baseline_task639,all
TASK617|GTLB|20250121T151500Z,GTLB,2025-01-23 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,leadership_fading,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.196276728065445,baseline_task639,all
TASK617|HOOD|20250121T174500Z,HOOD,2025-01-23 14:30:00+00:00,train_design,crypto_fintech,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0752571626560982,baseline_task639,all
TASK617|IBIT|20250121T160000Z,IBIT,2025-01-23 14:30:00+00:00,train_design,crypto_fintech,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2337480645635715,baseline_task639,all
TASK617|IR|20250121T144500Z,IR,2025-01-23 14:30:00+00:00,train_design,industrial_automation_robotics,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.26508493411588363,baseline_task639,all
TASK617|LMT|20250121T143000Z,LMT,2025-01-23 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0833285734468336,baseline_task639,all
TASK617|MSTR|20250121T180000Z,MSTR,2025-01-23 14:30:00+00:00,train_design,crypto_fintech,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.24438127837088092,baseline_task639,all
TASK617|NET|20250121T180000Z,NET,2025-01-23 14:30:00+00:00,train_design,cybersecurity,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.06028991420575431,baseline_task639,all
TASK617|NOC|20250121T143000Z,NOC,2025-01-23 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.06296445582695159,baseline_task639,all
TASK617|OKTA|20250121T164500Z,OKTA,2025-01-23 14:30:00+00:00,train_design,cybersecurity,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.10393446962445159,baseline_task639,all
TASK617|ORCL|20250121T173000Z,ORCL,2025-01-23 14:30:00+00:00,train_design,cloud_ai_platforms,mixed_rotation_tape,leadership_fading,confirmation_required,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2352906957256825,baseline_task639,all
TASK617|PWR|20250121T143000Z,PWR,2025-01-23 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.27543604683104783,baseline_task639,all
TASK617|RKLB|20250121T143000Z,RKLB,2025-01-23 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1929310607910156,baseline_task639,all
TASK617|RTX|20250121T143000Z,RTX,2025-01-23 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0198886545821409,baseline_task639,all
TASK617|SOFI|20250121T151500Z,SOFI,2025-01-23 14:30:00+00:00,train_design,crypto_fintech,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2527011241628082,baseline_task639,all
TASK617|TSM|20250121T160000Z,TSM,2025-01-23 14:30:00+00:00,train_design,ai_semiconductors,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2406201688879607,baseline_task639,all
TASK617|VRT|20250121T180000Z,VRT,2025-01-23 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.3092181350689403,baseline_task639,all
TASK617|VST|20250121T174500Z,VST,2025-01-23 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2797089850208747,baseline_task639,all
TASK617|AMZN|20250122T144500Z,AMZN,2025-01-24 14:30:00+00:00,train_design,cloud_ai_platforms,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2441897498417511,baseline_task639,all
TASK617|ARM|20250122T143000Z,ARM,2025-01-24 14:30:00+00:00,train_design,ai_semiconductors,mixed_rotation_tape,leadership_expanding,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2221771991718281,baseline_task639,all
TASK617|ASML|20250122T143000Z,ASML,2025-01-24 14:30:00+00:00,train_design,ai_semiconductors,mixed_rotation_tape,leadership_expanding,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1713686150144077,baseline_task639,all
TASK617|CEG|20250122T151500Z,CEG,2025-01-24 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2868403867917639,baseline_task639,all
TASK617|COIN|20250122T150000Z,COIN,2025-01-24 14:30:00+00:00,train_design,crypto_fintech,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.296699981689453,baseline_task639,all
TASK617|CRWD|20250122T150000Z,CRWD,2025-01-24 14:30:00+00:00,train_design,cybersecurity,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1234245023488775,baseline_task639,all
TASK617|GE|20250122T200000Z,GE,2025-01-24 14:30:00+00:00,train_design,industrial_automation_robotics,mixed_rotation_tape,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.12425922911844131,baseline_task639,all
TASK617|GOOGL|20250122T163000Z,GOOGL,2025-01-24 14:30:00+00:00,train_design,cloud_ai_platforms,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2259490304083546,baseline_task639,all
TASK617|HOOD|20250122T150000Z,HOOD,2025-01-24 14:30:00+00:00,train_design,crypto_fintech,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1030161401183042,baseline_task639,all
TASK617|IBIT|20250122T150000Z,IBIT,2025-01-24 14:30:00+00:00,train_design,crypto_fintech,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2661815452172785,baseline_task639,all
TASK617|MRVL|20250122T153000Z,MRVL,2025-01-24 14:30:00+00:00,train_design,ai_semiconductors,mixed_rotation_tape,leadership_expanding,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2708667526368778,baseline_task639,all
TASK617|MSFT|20250122T144500Z,MSFT,2025-01-24 14:30:00+00:00,train_design,cloud_ai_platforms,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.19827883870319352,baseline_task639,all
TASK617|NET|20250122T151500Z,NET,2025-01-24 14:30:00+00:00,train_design,cybersecurity,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0431600341796875,baseline_task639,all
TASK617|OKTA|20250122T151500Z,OKTA,2025-01-24 14:30:00+00:00,train_design,cybersecurity,mixed_rotation_tape,neutral_participation,research_only_sparse,sparse_mechanism_cell,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,0.0397457523669225,baseline_task639,all
TASK617|RKLB|20250122T151500Z,RKLB,2025-01-24 14:30:00+00:00,train_design,aerospace_defense_space,mixed_rotation_tape,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.302845749976895,baseline_task639,all
TASK617|SNOW|20250122T164500Z,SNOW,2025-01-24 14:30:00+00:00,train_design,data_devops_software,mixed_rotation_tape,neutral_participation,confirmation_required,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_accepted,0,max_positions_full,0.0,-0.2140683512295712,baseline_task639,all
TASK617|TSM|20250122T150000Z,TSM,2025-01-24 14:30:00+00:00,train_design,ai_semiconductors,mixed_rotation_tape,leadership_expanding,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2745164039063903,baseline_task639,all
TASK617|VRT|20250122T143000Z,VRT,2025-01-24 14:30:00+00:00,train_design,power_grid_electrification,mixed_rotation_tape,re_acceleration,rotation_selective,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.3398891343985206,baseline_task639,all
TASK617|ASML|20250123T153000Z,ASML,2025-01-27 14:30:00+00:00,train_design,ai_semiconductors,broad_risk_on,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.0556844285729708,baseline_task639,all
TASK617|AVGO|20250123T204500Z,AVGO,2025-01-27 14:30:00+00:00,train_design,ai_semiconductors,broad_risk_on,neutral_participation,normal_participation,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1640908993404686,baseline_task639,all
TASK617|CEG|20250123T144500Z,CEG,2025-01-27 14:30:00+00:00,train_design,power_grid_electrification,broad_risk_on,re_acceleration,aggressive_leadership,mechanism_reinforcing_company_positive,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.1510712138756792,baseline_task639,all
TASK617|COIN|20250123T143000Z,COIN,2025-01-27 14:30:00+00:00,train_design,crypto_fintech,broad_risk_on,neutral_participation,normal_participation,company_quality_price_confirmed,very_strong_catalyst,price_acceptance_strong,0,max_positions_full,0.0,-0.2560045951704132,baseline_task639,all
