provider,feed,source_type,symbol,date,chunk_id,chunk_start,chunk_end,path,export_status,row_count,first_timestamp,last_timestamp,error,dry_run_flag,secret_value_logged_flag,historical_live_ready_flag
alpaca,sip,trades,AFRM,2024-01-04,1630_1730,2024-01-04T16:30:00Z,2024-01-04T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-04\chunk=1630_1730.parquet,EXPORTED,9734,2024-01-04T16:30:00.008008786Z,2024-01-04T17:29:59.538771783Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-04,1430_1530,2024-01-04T14:30:00Z,2024-01-04T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-04\chunk=1430_1530.parquet,EXPORTED,25128,2024-01-04T14:30:00.002158934Z,2024-01-04T15:29:59.903913047Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-04,1530_1630,2024-01-04T15:30:00Z,2024-01-04T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-04\chunk=1530_1630.parquet,EXPORTED,17586,2024-01-04T15:30:01.883181453Z,2024-01-04T16:29:58.485110292Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-04,1730_1830,2024-01-04T17:30:00Z,2024-01-04T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-04\chunk=1730_1830.parquet,EXPORTED,8300,2024-01-04T17:30:00.489355826Z,2024-01-04T18:29:58.793515208Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-04,1830_1930,2024-01-04T18:30:00Z,2024-01-04T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-04\chunk=1830_1930.parquet,EXPORTED,7300,2024-01-04T18:30:00.476491928Z,2024-01-04T19:29:59.577094044Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-04,1930_2030,2024-01-04T19:30:00Z,2024-01-04T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-04\chunk=1930_2030.parquet,EXPORTED,15801,2024-01-04T19:30:01.032854350Z,2024-01-04T20:29:58.477498159Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-04,2030_2100,2024-01-04T20:30:00Z,2024-01-04T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-04\chunk=2030_2100.parquet,EXPORTED,15781,2024-01-04T20:30:01.540950619Z,2024-01-04T20:59:59.999474990Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-05,1630_1730,2024-01-05T16:30:00Z,2024-01-05T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-05\chunk=1630_1730.parquet,EXPORTED,9043,2024-01-05T16:30:00.707589843Z,2024-01-05T17:29:58.760944077Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-05,1430_1530,2024-01-05T14:30:00Z,2024-01-05T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-05\chunk=1430_1530.parquet,EXPORTED,25528,2024-01-05T14:30:00.896178066Z,2024-01-05T15:29:59.869261409Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-05,1530_1630,2024-01-05T15:30:00Z,2024-01-05T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-05\chunk=1530_1630.parquet,EXPORTED,15798,2024-01-05T15:30:00.343341530Z,2024-01-05T16:29:58.605305979Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-05,1730_1830,2024-01-05T17:30:00Z,2024-01-05T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-05\chunk=1730_1830.parquet,EXPORTED,7775,2024-01-05T17:30:01.151955211Z,2024-01-05T18:29:59.515196375Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-05,1830_1930,2024-01-05T18:30:00Z,2024-01-05T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-05\chunk=1830_1930.parquet,EXPORTED,8555,2024-01-05T18:30:00.050617123Z,2024-01-05T19:29:58.522775997Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-05,1930_2030,2024-01-05T19:30:00Z,2024-01-05T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-05\chunk=1930_2030.parquet,EXPORTED,12483,2024-01-05T19:30:00.024595471Z,2024-01-05T20:29:57.629384670Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-05,2030_2100,2024-01-05T20:30:00Z,2024-01-05T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-05\chunk=2030_2100.parquet,EXPORTED,12068,2024-01-05T20:30:00.134735911Z,2024-01-05T20:59:59.444888530Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-08,1630_1730,2024-01-08T16:30:00Z,2024-01-08T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-08\chunk=1630_1730.parquet,EXPORTED,10966,2024-01-08T16:30:00.587656357Z,2024-01-08T17:29:58.390766191Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-08,1530_1630,2024-01-08T15:30:00Z,2024-01-08T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-08\chunk=1530_1630.parquet,EXPORTED,12918,2024-01-08T15:30:00.101045093Z,2024-01-08T16:29:58.135099386Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-08,1430_1530,2024-01-08T14:30:00Z,2024-01-08T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-08\chunk=1430_1530.parquet,EXPORTED,24249,2024-01-08T14:30:00.617821340Z,2024-01-08T15:29:59.900046876Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-08,1830_1930,2024-01-08T18:30:00Z,2024-01-08T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-08\chunk=1830_1930.parquet,EXPORTED,8241,2024-01-08T18:30:05.490676566Z,2024-01-08T19:29:59.412823482Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-08,1730_1830,2024-01-08T17:30:00Z,2024-01-08T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-08\chunk=1730_1830.parquet,EXPORTED,11040,2024-01-08T17:30:00.462011672Z,2024-01-08T18:29:59.047603357Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-08,1930_2030,2024-01-08T19:30:00Z,2024-01-08T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-08\chunk=1930_2030.parquet,EXPORTED,11262,2024-01-08T19:30:00.036043885Z,2024-01-08T20:29:57.715786193Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-08,2030_2100,2024-01-08T20:30:00Z,2024-01-08T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-08\chunk=2030_2100.parquet,EXPORTED,10852,2024-01-08T20:30:00.014834482Z,2024-01-08T20:59:59.907647133Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-09,1530_1630,2024-01-09T15:30:00Z,2024-01-09T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-09\chunk=1530_1630.parquet,EXPORTED,8229,2024-01-09T15:30:00.136836081Z,2024-01-09T16:29:59.275481464Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-09,1430_1530,2024-01-09T14:30:00Z,2024-01-09T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-09\chunk=1430_1530.parquet,EXPORTED,15883,2024-01-09T14:30:00.253483355Z,2024-01-09T15:29:59.224527827Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-09,1630_1730,2024-01-09T16:30:00Z,2024-01-09T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-09\chunk=1630_1730.parquet,EXPORTED,6897,2024-01-09T16:30:00.036721918Z,2024-01-09T17:29:58.009746467Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-09,1830_1930,2024-01-09T18:30:00Z,2024-01-09T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-09\chunk=1830_1930.parquet,EXPORTED,8143,2024-01-09T18:30:02.212901796Z,2024-01-09T19:29:59.931918055Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-09,1730_1830,2024-01-09T17:30:00Z,2024-01-09T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-09\chunk=1730_1830.parquet,EXPORTED,9727,2024-01-09T17:30:00.033739061Z,2024-01-09T18:29:56.449972156Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-09,2030_2100,2024-01-09T20:30:00Z,2024-01-09T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-09\chunk=2030_2100.parquet,EXPORTED,9364,2024-01-09T20:30:00.329029250Z,2024-01-09T20:59:59.553864951Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-09,1930_2030,2024-01-09T19:30:00Z,2024-01-09T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-09\chunk=1930_2030.parquet,EXPORTED,10989,2024-01-09T19:30:00.138619318Z,2024-01-09T20:29:57.804121018Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-10,1630_1730,2024-01-10T16:30:00Z,2024-01-10T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-10\chunk=1630_1730.parquet,EXPORTED,10802,2024-01-10T16:30:02.608831012Z,2024-01-10T17:29:59.477193148Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-10,1430_1530,2024-01-10T14:30:00Z,2024-01-10T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-10\chunk=1430_1530.parquet,EXPORTED,21965,2024-01-10T14:30:00.005439220Z,2024-01-10T15:29:59.626502607Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-10,1530_1630,2024-01-10T15:30:00Z,2024-01-10T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-10\chunk=1530_1630.parquet,EXPORTED,17976,2024-01-10T15:30:01.873548466Z,2024-01-10T16:29:59.987361390Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-10,1830_1930,2024-01-10T18:30:00Z,2024-01-10T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-10\chunk=1830_1930.parquet,EXPORTED,9467,2024-01-10T18:30:03.918409734Z,2024-01-10T19:29:59.847093478Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-10,1730_1830,2024-01-10T17:30:00Z,2024-01-10T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-10\chunk=1730_1830.parquet,EXPORTED,8688,2024-01-10T17:30:00.115878420Z,2024-01-10T18:29:59.873894365Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-10,1930_2030,2024-01-10T19:30:00Z,2024-01-10T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-10\chunk=1930_2030.parquet,EXPORTED,10726,2024-01-10T19:30:00.082552856Z,2024-01-10T20:29:58.982106068Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-10,2030_2100,2024-01-10T20:30:00Z,2024-01-10T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-10\chunk=2030_2100.parquet,EXPORTED,10630,2024-01-10T20:30:00.006301960Z,2024-01-10T20:59:59.989640005Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-11,1530_1630,2024-01-11T15:30:00Z,2024-01-11T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-11\chunk=1530_1630.parquet,EXPORTED,13887,2024-01-11T15:30:00.014432635Z,2024-01-11T16:29:59.795914070Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-11,1630_1730,2024-01-11T16:30:00Z,2024-01-11T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-11\chunk=1630_1730.parquet,EXPORTED,10245,2024-01-11T16:30:00.006614055Z,2024-01-11T17:29:55.693744738Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-11,1430_1530,2024-01-11T14:30:00Z,2024-01-11T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-11\chunk=1430_1530.parquet,EXPORTED,28888,2024-01-11T14:30:00.004032042Z,2024-01-11T15:29:58.747282005Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-11,1730_1830,2024-01-11T17:30:00Z,2024-01-11T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-11\chunk=1730_1830.parquet,EXPORTED,9934,2024-01-11T17:30:00.713354334Z,2024-01-11T18:29:57.220024340Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-11,1830_1930,2024-01-11T18:30:00Z,2024-01-11T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-11\chunk=1830_1930.parquet,EXPORTED,7096,2024-01-11T18:30:01.742823196Z,2024-01-11T19:29:59.842109093Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-11,1930_2030,2024-01-11T19:30:00Z,2024-01-11T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-11\chunk=1930_2030.parquet,EXPORTED,7738,2024-01-11T19:30:01.344409023Z,2024-01-11T20:29:59.772456386Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-11,2030_2100,2024-01-11T20:30:00Z,2024-01-11T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-11\chunk=2030_2100.parquet,EXPORTED,9275,2024-01-11T20:30:00.375143518Z,2024-01-11T20:59:59.995093103Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-12,1530_1630,2024-01-12T15:30:00Z,2024-01-12T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-12\chunk=1530_1630.parquet,EXPORTED,8779,2024-01-12T15:30:00.465380662Z,2024-01-12T16:29:59.065432827Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-12,1730_1830,2024-01-12T17:30:00Z,2024-01-12T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-12\chunk=1730_1830.parquet,EXPORTED,5877,2024-01-12T17:30:01.067453006Z,2024-01-12T18:29:59.743520048Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-12,1430_1530,2024-01-12T14:30:00Z,2024-01-12T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-12\chunk=1430_1530.parquet,EXPORTED,23341,2024-01-12T14:30:00.001842035Z,2024-01-12T15:29:59.693815293Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-12,1630_1730,2024-01-12T16:30:00Z,2024-01-12T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-12\chunk=1630_1730.parquet,EXPORTED,13177,2024-01-12T16:30:00.493764937Z,2024-01-12T17:29:58.919460983Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-12,1830_1930,2024-01-12T18:30:00Z,2024-01-12T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-12\chunk=1830_1930.parquet,EXPORTED,5706,2024-01-12T18:30:00.009423803Z,2024-01-12T19:29:55.790071333Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-15,1430_1530,2024-01-15T14:30:00Z,2024-01-15T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-15\chunk=1430_1530.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-01-15,1530_1630,2024-01-15T15:30:00Z,2024-01-15T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-15\chunk=1530_1630.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-01-15,1630_1730,2024-01-15T16:30:00Z,2024-01-15T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-15\chunk=1630_1730.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-01-15,1730_1830,2024-01-15T17:30:00Z,2024-01-15T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-15\chunk=1730_1830.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-01-15,1830_1930,2024-01-15T18:30:00Z,2024-01-15T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-15\chunk=1830_1930.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-01-15,1930_2030,2024-01-15T19:30:00Z,2024-01-15T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-15\chunk=1930_2030.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-01-12,1930_2030,2024-01-12T19:30:00Z,2024-01-12T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-12\chunk=1930_2030.parquet,EXPORTED,8345,2024-01-12T19:30:01.466579392Z,2024-01-12T20:29:57.456263302Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-15,2030_2100,2024-01-15T20:30:00Z,2024-01-15T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-15\chunk=2030_2100.parquet,EXPORTED,0,,,,0,0,0
alpaca,sip,trades,AFRM,2024-01-12,2030_2100,2024-01-12T20:30:00Z,2024-01-12T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-12\chunk=2030_2100.parquet,EXPORTED,10748,2024-01-12T20:30:00.104240521Z,2024-01-12T20:59:59.976202687Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-16,1630_1730,2024-01-16T16:30:00Z,2024-01-16T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-16\chunk=1630_1730.parquet,EXPORTED,9200,2024-01-16T16:30:00.015734407Z,2024-01-16T17:29:58.101868409Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-16,1530_1630,2024-01-16T15:30:00Z,2024-01-16T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-16\chunk=1530_1630.parquet,EXPORTED,14001,2024-01-16T15:30:00.020577537Z,2024-01-16T16:29:58.785152544Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-16,1730_1830,2024-01-16T17:30:00Z,2024-01-16T18:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-16\chunk=1730_1830.parquet,EXPORTED,7558,2024-01-16T17:30:02.368171708Z,2024-01-16T18:29:51.491315382Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-16,1830_1930,2024-01-16T18:30:00Z,2024-01-16T19:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-16\chunk=1830_1930.parquet,EXPORTED,7956,2024-01-16T18:30:00.001733064Z,2024-01-16T19:29:54.931137016Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-16,1430_1530,2024-01-16T14:30:00Z,2024-01-16T15:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-16\chunk=1430_1530.parquet,EXPORTED,26367,2024-01-16T14:30:00.005658953Z,2024-01-16T15:29:59.357504097Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-16,1930_2030,2024-01-16T19:30:00Z,2024-01-16T20:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-16\chunk=1930_2030.parquet,EXPORTED,9821,2024-01-16T19:30:00.391517755Z,2024-01-16T20:29:59.243203551Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-16,2030_2100,2024-01-16T20:30:00Z,2024-01-16T21:00:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-16\chunk=2030_2100.parquet,EXPORTED,10138,2024-01-16T20:30:00.035111661Z,2024-01-16T20:59:59.949636666Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-17,1530_1630,2024-01-17T15:30:00Z,2024-01-17T16:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-17\chunk=1530_1630.parquet,EXPORTED,7555,2024-01-17T15:30:00.060742706Z,2024-01-17T16:29:57.706000729Z,,0,0,0
alpaca,sip,trades,AFRM,2024-01-17,1630_1730,2024-01-17T16:30:00Z,2024-01-17T17:30:00Z,data\raw\microstructure_full\provider=alpaca\feed=sip\type=trades\symbol=AFRM\date=2024-01-17\chunk=1630_1730.parquet,EXPORTED,5439,2024-01-17T16:30:00.543077739Z,2024-01-17T17:29:56.171374420Z,,0,0,0
