task_id,candidate_id,decision_id,symbol,generated_time,rank_score,liquidity_score,diversification_score,cooldown_score,existing_position_penalty,total_control_score,selection_decision,selection_reason,source_status,sector,sector_cap_status,liquidity_source_status,symbol_cooldown_minutes,cooldown_elapsed_minutes,same_symbol_weight_cap,same_sector_weight_cap,original_eligibility,original_skip_reason,original_ordered_flag,original_filled_flag,order_id,fill_id,source_snapshot_id,proximity_fallback_used_flag,explanation
T601-3,decision-70898974b003462f,decision-70898974b003462f,MSFT,2026-05-19T15:52:33.652229Z,0.563636,0.0,1.0,1.0,0.0,0.913636,REJECTED,ENTRY_OR_SOURCE_BLOCKED_BY_FUNNEL,ENTRY_OR_SOURCE_BLOCKED_BY_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,,0.25,0.5,INELIGIBLE_UNKNOWN,STRATEGY_FILTER_NOT_MET NO_ENTRY,0,0,,,2026-05-19T15:52:20.939158Z:MSFT,0,REJECTED: ENTRY_OR_SOURCE_BLOCKED_BY_FUNNEL; source=ENTRY_OR_SOURCE_BLOCKED_BY_FUNNEL; rank_score=0.563636; liquidity_score=0.000000; diversification_score=1.000000; cooldown_score=1.000000; existing_position_penalty=0.000000; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-6a82099a673d4b07,decision-6a82099a673d4b07,AMD,2026-05-19T16:27:51.272941Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,24.0764,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:27:48.754734Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-6274d1d97b8d4d3d,decision-6274d1d97b8d4d3d,AMD,2026-05-19T16:29:33.918133Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,25.7872,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:29:30.934463Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-53cf4bd8bbab4d46,decision-53cf4bd8bbab4d46,AMD,2026-05-19T16:31:15.776497Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,27.4848,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:31:13.170556Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-93653a0e267b487e,decision-93653a0e267b487e,AMD,2026-05-19T16:33:05.571133Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,29.3147,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:33:02.826966Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-9f243793087b471a,decision-9f243793087b471a,AMD,2026-05-19T16:34:54.174669Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,31.1248,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:34:51.584575Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-d6f7e79c985b412d,decision-d6f7e79c985b412d,AMD,2026-05-19T16:36:12.365644Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,32.428,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:36:09.735771Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-bae3df2078bc4526,decision-bae3df2078bc4526,AMD,2026-05-19T16:37:17.733434Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,33.5174,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:37:15.165716Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-7dfca4778332478f,decision-7dfca4778332478f,AMD,2026-05-19T16:38:25.718637Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,34.6505,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:38:23.120000Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-ad8763aa5ec24e1b,decision-ad8763aa5ec24e1b,AMD,2026-05-19T16:39:32.181548Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,35.7582,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:39:29.595141Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-2bfc5a9d10df4b9e,decision-2bfc5a9d10df4b9e,AMD,2026-05-19T16:40:38.393436Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,36.8617,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:40:35.831791Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-a20870e0598645a2,decision-a20870e0598645a2,AMD,2026-05-19T16:41:44.846957Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,37.9693,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:41:42.088643Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-14d998c9d8444325,decision-14d998c9d8444325,AMD,2026-05-19T16:42:51.355495Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,39.0778,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:42:48.540883Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-fbf9ae15c6d44a1c,decision-fbf9ae15c6d44a1c,AMD,2026-05-19T16:43:57.872894Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,40.1864,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:43:55.151949Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-ab2674b8d65f4e6d,decision-ab2674b8d65f4e6d,AMD,2026-05-19T16:45:37.283882Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,41.8433,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:45:34.583524Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-1c0cfd5039454f84,decision-1c0cfd5039454f84,AMD,2026-05-19T16:46:26.683864Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,42.6666,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:46:23.929927Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
T601-3,decision-7a293858f72b4578,decision-7a293858f72b4578,AMD,2026-05-19T16:47:33.712534Z,0.522727,0.0,0.666667,0.0,0.333333,0.622727,REJECTED,SYMBOL_COOLDOWN_ACTIVE_390_MINUTES,ELIGIBLE_FROM_FUNNEL,,SOURCE_BLOCKED_SECTOR_UNAVAILABLE,SOURCE_BLOCKED_NO_LIQUIDITY_FIELD,390,43.7837,0.25,0.5,ELIGIBLE,,0,0,,,2026-05-19T16:47:31.203267Z:AMD,0,REJECTED: SYMBOL_COOLDOWN_ACTIVE_390_MINUTES; source=ELIGIBLE_FROM_FUNNEL; rank_score=0.522727; liquidity_score=0.000000; diversification_score=0.666667; cooldown_score=0.000000; existing_position_penalty=0.333333; sector_cap_status=SOURCE_BLOCKED_SECTOR_UNAVAILABLE; matching_policy=EXACT_CANDIDATE_ID_ONLY_NO_SYMBOL_DATE_PRICE_TIME_FALLBACK
