report_dir,relative_path,source_path,target_path,migration_action,migration_status,size_bytes,sha256,message
task_407_raw_native_vectorized_rebuild,raw_native_entry_candidate_log.csv,docs/reports/task_407_raw_native_vectorized_rebuild/raw_native_entry_candidate_log.csv,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_entry_candidate_log.csv,move_to_data_artifacts,moved,354964924,66d110eb5bb121620b0b7beb6cdd170c947eca37ddfe5a991778030a27031643,moved large archive artifact to data/artifacts
task_407_raw_native_vectorized_rebuild,raw_native_label_quality_summary.csv,docs/reports/task_407_raw_native_vectorized_rebuild/raw_native_label_quality_summary.csv,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_label_quality_summary.csv,keep_small_or_report_artifact,skipped,320,,keep_small_or_report_artifact
task_407_raw_native_vectorized_rebuild,raw_native_lifecycle_event_log.csv,docs/reports/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_event_log.csv,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_event_log.csv,move_to_data_artifacts,moved,17671036,19ca9746c39662de5e40694ef4cc3e2215bfb7c3b86ffa3b2a69e117a2d1ae1c,moved large archive artifact to data/artifacts
task_407_raw_native_vectorized_rebuild,raw_native_lifecycle_labels.csv,docs/reports/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_labels.csv,data/artifacts/task_407_raw_native_vectorized_rebuild/raw_native_lifecycle_labels.csv,move_to_data_artifacts,moved,10676397,79af9643f86b6890fac1fae4b4ddef5f169994c6ff3da0edbc79396ed4e0efc5,moved large archive artifact to data/artifacts
task_407_raw_native_vectorized_rebuild,task_407_decision.csv,docs/reports/task_407_raw_native_vectorized_rebuild/task_407_decision.csv,data/artifacts/task_407_raw_native_vectorized_rebuild/task_407_decision.csv,keep_small_or_report_artifact,skipped,580,,keep_small_or_report_artifact
task_407_raw_native_vectorized_rebuild,task_407_raw_native_vectorized_rebuild.md,docs/reports/task_407_raw_native_vectorized_rebuild/task_407_raw_native_vectorized_rebuild.md,data/artifacts/task_407_raw_native_vectorized_rebuild/task_407_raw_native_vectorized_rebuild.md,keep_small_or_report_artifact,skipped,3572,,keep_small_or_report_artifact
task_406_raw_factor_source_audit,raw_bar_provenance_panel.csv,docs/reports/task_406_raw_factor_source_audit/raw_bar_provenance_panel.csv,data/artifacts/task_406_raw_factor_source_audit/raw_bar_provenance_panel.csv,move_to_data_artifacts,moved,681195740,7c5e8e82f99eeed2014d766ea5b991bcc1d9d77e46f22517bd93b04c0925620c,moved large archive artifact to data/artifacts
task_406_raw_factor_source_audit,raw_collection_gap_audit.csv,docs/reports/task_406_raw_factor_source_audit/raw_collection_gap_audit.csv,data/artifacts/task_406_raw_factor_source_audit/raw_collection_gap_audit.csv,keep_small_or_report_artifact,skipped,905,,keep_small_or_report_artifact
task_406_raw_factor_source_audit,raw_factor_source_audit.csv,docs/reports/task_406_raw_factor_source_audit/raw_factor_source_audit.csv,data/artifacts/task_406_raw_factor_source_audit/raw_factor_source_audit.csv,keep_small_or_report_artifact,skipped,1612,,keep_small_or_report_artifact
task_406_raw_factor_source_audit,raw_session_eligibility_audit.csv,docs/reports/task_406_raw_factor_source_audit/raw_session_eligibility_audit.csv,data/artifacts/task_406_raw_factor_source_audit/raw_session_eligibility_audit.csv,keep_small_or_report_artifact,skipped,3947,,keep_small_or_report_artifact
task_406_raw_factor_source_audit,task_406_raw_factor_source_audit.md,docs/reports/task_406_raw_factor_source_audit/task_406_raw_factor_source_audit.md,data/artifacts/task_406_raw_factor_source_audit/task_406_raw_factor_source_audit.md,keep_small_or_report_artifact,skipped,812,,keep_small_or_report_artifact
task_406_raw_factor_source_audit,task_406a_decision.csv,docs/reports/task_406_raw_factor_source_audit/task_406a_decision.csv,data/artifacts/task_406_raw_factor_source_audit/task_406a_decision.csv,keep_small_or_report_artifact,skipped,384,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,canonical_rerun/intraday_canonical_event_log.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_canonical_event_log.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_canonical_event_log.csv,move_to_data_artifacts,moved,25178744,e0592adfcc18c2facfa2cd22b9051bd9208ba692cbe4ebca80dfa8ca0a0200cd,moved large archive artifact to data/artifacts
task_399_intraday_universe_history_expansion,canonical_rerun/intraday_canonical_lifecycle_summary.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_canonical_lifecycle_summary.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_canonical_lifecycle_summary.csv,move_to_data_artifacts,moved,13505494,023c57d35fb023621a7d0985dfbba944cabd57e9332e96c0f11d4b906343258c,moved large archive artifact to data/artifacts
task_399_intraday_universe_history_expansion,canonical_rerun/intraday_data_availability_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_data_availability_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_data_availability_audit.csv,keep_small_or_report_artifact,skipped,5521,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,canonical_rerun/intraday_event_ordering_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_event_ordering_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/intraday_event_ordering_audit.csv,keep_small_or_report_artifact,skipped,90,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,canonical_rerun/task_388_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/task_388_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/task_388_decision.csv,keep_small_or_report_artifact,skipped,461,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,canonical_rerun/task_388_intraday_canonical_continuation_engine.md,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun/task_388_intraday_canonical_continuation_engine.md,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun/task_388_intraday_canonical_continuation_engine.md,keep_small_or_report_artifact,skipped,6324,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,canonical_rerun_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/canonical_rerun_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/canonical_rerun_decision.csv,keep_small_or_report_artifact,skipped,461,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,expanded_theme_universe_10x15.csv,docs/reports/task_399_intraday_universe_history_expansion/expanded_theme_universe_10x15.csv,data/artifacts/task_399_intraday_universe_history_expansion/expanded_theme_universe_10x15.csv,keep_small_or_report_artifact,skipped,6781,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,intraday_download_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/intraday_download_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/intraday_download_audit.csv,keep_small_or_report_artifact,skipped,7859,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_391_expanded/robustness_summary.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/robustness_summary.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/robustness_summary.csv,keep_small_or_report_artifact,skipped,672,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_391_expanded/split_lifecycle_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_lifecycle_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_lifecycle_panel.csv,move_to_data_artifacts,moved,23609717,0541b53f098f0531f3734bbc1133f2260b20bee246e6e75b91229f1373480b4b,moved large archive artifact to data/artifacts
task_399_intraday_universe_history_expansion,task_391_expanded/split_path_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_path_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_path_quality.csv,keep_small_or_report_artifact,skipped,3586,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_391_expanded/split_reduce_weakening_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_reduce_weakening_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_reduce_weakening_quality.csv,keep_small_or_report_artifact,skipped,1056,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_391_expanded/split_reinforcement_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_reinforcement_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_reinforcement_quality.csv,keep_small_or_report_artifact,skipped,1364,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_391_expanded/split_theme_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/split_theme_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/split_theme_quality.csv,keep_small_or_report_artifact,skipped,5450,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_391_expanded/task_391_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/task_391_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/task_391_decision.csv,keep_small_or_report_artifact,skipped,428,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_391_expanded/task_391_intraday_canonical_oos_validation.md,docs/reports/task_399_intraday_universe_history_expansion/task_391_expanded/task_391_intraday_canonical_oos_validation.md,data/artifacts/task_399_intraday_universe_history_expansion/task_391_expanded/task_391_intraday_canonical_oos_validation.md,keep_small_or_report_artifact,skipped,2612,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_392_expanded/daily_regime_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/daily_regime_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/daily_regime_panel.csv,keep_small_or_report_artifact,skipped,1625320,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_392_expanded/lifecycle_regime_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/lifecycle_regime_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/lifecycle_regime_panel.csv,move_to_data_artifacts,moved,40740776,1f0ea79a51c7a6f490c50a99186f61afc605e47b0b9681e0cc839e20ef7f8709,moved large archive artifact to data/artifacts
task_399_intraday_universe_history_expansion,task_392_expanded/regime_reduce_weakening_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/regime_reduce_weakening_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/regime_reduce_weakening_quality.csv,keep_small_or_report_artifact,skipped,5379,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_392_expanded/regime_reinforcement_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/regime_reinforcement_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/regime_reinforcement_quality.csv,keep_small_or_report_artifact,skipped,7254,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_392_expanded/task_392_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/task_392_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/task_392_decision.csv,keep_small_or_report_artifact,skipped,562,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_392_expanded/task_392_macro_vol_theme_regime_overlay.md,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/task_392_macro_vol_theme_regime_overlay.md,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/task_392_macro_vol_theme_regime_overlay.md,keep_small_or_report_artifact,skipped,13407,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_392_expanded/theme_regime_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/theme_regime_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/theme_regime_quality.csv,keep_small_or_report_artifact,skipped,17335,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_392_expanded/transition_regime_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_392_expanded/transition_regime_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_392_expanded/transition_regime_quality.csv,keep_small_or_report_artifact,skipped,11428,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_395_expanded/detectability_alignment_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/detectability_alignment_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/detectability_alignment_audit.csv,keep_small_or_report_artifact,skipped,360,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_gate_split_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_gate_split_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_gate_split_quality.csv,keep_small_or_report_artifact,skipped,2404,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_gate_validation_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_gate_validation_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_gate_validation_audit.csv,keep_small_or_report_artifact,skipped,696,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_leakage_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_leakage_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_leakage_audit.csv,keep_small_or_report_artifact,skipped,252,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_lifecycle_regime_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_lifecycle_regime_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_lifecycle_regime_panel.csv,move_to_data_artifacts,moved,59787886,fe080241698814ff2a8f9f85042895140f79a8912fe32f70bff6c6dbdf310685,moved large archive artifact to data/artifacts
task_399_intraday_universe_history_expansion,task_395_expanded/forward_live_timestamp_regime_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_timestamp_regime_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/forward_live_timestamp_regime_panel.csv,move_to_data_artifacts,moved,102793066,2331732d2292866c261fe018c060b2642a0db589c504544f00efaf98135e467c,moved large archive artifact to data/artifacts
task_399_intraday_universe_history_expansion,task_395_expanded/task_395_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/task_395_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/task_395_decision.csv,keep_small_or_report_artifact,skipped,798,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_395_expanded/task_395_forward_live_regime_detectability.md,docs/reports/task_399_intraday_universe_history_expansion/task_395_expanded/task_395_forward_live_regime_detectability.md,data/artifacts/task_399_intraday_universe_history_expansion/task_395_expanded/task_395_forward_live_regime_detectability.md,keep_small_or_report_artifact,skipped,2544,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_396_expanded/capital_exposure_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/capital_exposure_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/capital_exposure_audit.csv,keep_small_or_report_artifact,skipped,546,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_396_expanded/cost_constrained_lifecycle_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_lifecycle_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_lifecycle_panel.csv,move_to_data_artifacts,moved,289886362,e9854b3f06b7f687fbcd635b818355a6ce281ec206440090635c58fce5e22c41,moved large archive artifact to data/artifacts
task_399_intraday_universe_history_expansion,task_396_expanded/cost_constrained_policy_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_policy_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_policy_quality.csv,keep_small_or_report_artifact,skipped,1339,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_396_expanded/cost_constrained_split_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_split_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_split_quality.csv,keep_small_or_report_artifact,skipped,4158,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_396_expanded/cost_constrained_transition_quality.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_transition_quality.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_constrained_transition_quality.csv,keep_small_or_report_artifact,skipped,9244,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_396_expanded/cost_model_assumptions.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/cost_model_assumptions.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/cost_model_assumptions.csv,keep_small_or_report_artifact,skipped,360,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_396_expanded/forward_live_degradation_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/forward_live_degradation_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/forward_live_degradation_audit.csv,keep_small_or_report_artifact,skipped,682,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_396_expanded/task_396_decision.csv,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/task_396_decision.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/task_396_decision.csv,keep_small_or_report_artifact,skipped,813,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_396_expanded/task_396_forward_live_cost_constrained_validation.md,docs/reports/task_399_intraday_universe_history_expansion/task_396_expanded/task_396_forward_live_cost_constrained_validation.md,data/artifacts/task_399_intraday_universe_history_expansion/task_396_expanded/task_396_forward_live_cost_constrained_validation.md,keep_small_or_report_artifact,skipped,7049,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_feature_bins.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_feature_bins.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_feature_bins.csv,keep_small_or_report_artifact,skipped,56402,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_filter_candidate_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_filter_candidate_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_filter_candidate_audit.csv,keep_small_or_report_artifact,skipped,750,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_group_summary.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_group_summary.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_group_summary.csv,keep_small_or_report_artifact,skipped,2068,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_lifecycle_panel.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_lifecycle_panel.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_lifecycle_panel.csv,skip_referenced,skipped,15792388,,skip_referenced
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_symbol_theme_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_symbol_theme_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_symbol_theme_audit.csv,keep_small_or_report_artifact,skipped,259816,,keep_small_or_report_artifact
task_399_intraday_universe_history_expansion,task_397_expanded/false_positive_time_audit.csv,docs/reports/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_time_audit.csv,data/artifacts/task_399_intraday_universe_history_expansion/task_397_expanded/false_positive_time_audit.csv,keep_small_or_report_artifact,skipped,116776,,keep_small_or_report_artifact
