task_id,stage5_task_id,provider,source_key,raw_path,headline_rows,mapping_pass_rows,mapping_blocker_rows,empty_provider_response,mapping_status
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T082610538969Z/headlines.json,500,500,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T082749697201Z/headlines.json,5000,5000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T083326066701Z/headlines.json,5000,5000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T083431469271Z/headlines.json,5000,5000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T085133380989Z/headlines.json,10000,10000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T085305975422Z/headlines.json,10000,10000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T085435840162Z/headlines.json,10000,10000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T090838912363Z/headlines.json,12500,12500,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T091032222457Z/headlines.json,12500,12500,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T091223639362Z/headlines.json,12500,12500,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T091415825034Z/headlines.json,12500,12500,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T091611727566Z/headlines.json,12500,12500,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T092151080161Z/headlines.json,50000,50000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T092347921026Z/headlines.json,50000,50000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T092610303504Z/headlines.json,50000,50000,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T094621245314Z/headlines.json,54526,54526,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T094847084338Z/headlines.json,29408,29408,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T095009940018Z/headlines.json,7421,7421,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T095037322087Z/headlines.json,218,218,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_register_documents,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_register_documents/captured_at=20260629T095039435510Z/headlines.json,0,0,0,1,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_reserve_press_all,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_reserve_press_all/captured_at=20260629T082008248231Z/headlines.json,20,20,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_reserve_press_all,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_reserve_press_all/captured_at=20260629T082549297215Z/headlines.json,500,500,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_reserve_press_all,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_reserve_press_all/captured_at=20260629T082726853455Z/headlines.json,964,964,0,0,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_reserve_press_all,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_reserve_press_all/captured_at=20260629T083306821698Z/headlines.json,0,0,0,1,PASS
TASK-4126,TASK-4125,public_context_news_feeds,federal_reserve_press_all,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_context_news_backfill/provider=public_context_news_feeds/source=federal_reserve_press_all/captured_at=20260629T083413057661Z/headlines.json,0,0,0,1,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T082012244488Z/headlines.json,20,20,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T082615973765Z/headlines.json,500,500,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T082837069692Z/headlines.json,3150,3150,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T083517916748Z/headlines.json,3150,3150,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T083828757379Z/headlines.json,3150,3150,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T085605696817Z/headlines.json,6300,6300,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T085940337703Z/headlines.json,6300,6300,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T092811910204Z/headlines.json,25200,25200,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T093320061146Z/headlines.json,25200,25200,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T093827585418Z/headlines.json,24753,24753,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T095112814758Z/headlines.json,18090,18090,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T095535918239Z/headlines.json,6718,6718,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T095739092176Z/headlines.json,1585,1585,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T095807479353Z/headlines.json,642,642,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T095818715894Z/headlines.json,555,555,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T095906373025Z/headlines.json,315,315,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T095911983212Z/headlines.json,200,200,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,guardian_open_platform,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=guardian_open_platform/captured_at=20260629T095915444514Z/headlines.json,45,45,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T082013824544Z/headlines.json,20,20,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T082646492799Z/headlines.json,280,280,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T083148501838Z/headlines.json,412,412,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T083825563249Z/headlines.json,485,485,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084140495112Z/headlines.json,594,594,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084640035004Z/headlines.json,381,381,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084642852143Z/headlines.json,420,420,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084645759723Z/headlines.json,362,362,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084648582872Z/headlines.json,296,296,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084651271008Z/headlines.json,306,306,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084653974495Z/headlines.json,339,339,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084656769437Z/headlines.json,367,367,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084659566267Z/headlines.json,364,364,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084702355146Z/headlines.json,323,323,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084705110907Z/headlines.json,301,301,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084707862390Z/headlines.json,248,248,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084710492190Z/headlines.json,325,325,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084713237957Z/headlines.json,299,299,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084715936254Z/headlines.json,289,289,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084718656070Z/headlines.json,276,276,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084721314656Z/headlines.json,279,279,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084724005165Z/headlines.json,293,293,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084726716464Z/headlines.json,293,293,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084729389767Z/headlines.json,235,235,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084731999503Z/headlines.json,303,303,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084734781648Z/headlines.json,327,327,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084737571425Z/headlines.json,250,250,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084740215675Z/headlines.json,495,495,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084743323158Z/headlines.json,756,756,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084746694866Z/headlines.json,401,401,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084749606193Z/headlines.json,334,334,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084752357299Z/headlines.json,267,267,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084755012821Z/headlines.json,324,324,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084757748255Z/headlines.json,322,322,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084800537660Z/headlines.json,283,283,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084803196342Z/headlines.json,307,307,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084805927628Z/headlines.json,243,243,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084808536255Z/headlines.json,298,298,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084811239169Z/headlines.json,270,270,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084813960236Z/headlines.json,254,254,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084816618582Z/headlines.json,234,234,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084819464154Z/headlines.json,273,273,0,0,PASS
TASK-4126,TASK-4125,public_market_macro_news_feeds,wikimedia_current_events,data/raw/task_4125_l0_stage_5_full_2016_to_present_backfill_continuation/public_market_macro_news_backfill/provider=public_market_macro_news_feeds/source=wikimedia_current_events/captured_at=20260629T084822186222Z/headlines.json,307,307,0,0,PASS
