path,type,purpose,created_or_modified,task_id
data/artifacts/task_1268_1287_source_extractors,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1288_1297_multisource_policy_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1298_1317_l0_l5_trading_rule_strengthening,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1318_1337_full_candidate_source_extractors,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1338_1357_full_candidate_replacement_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1358_1377_trader_judgment_core_recovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1388_1407_expert_reviewed_judgment_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1408_1427_ruler_acquisition_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1428_1447_full_ruler_source_time_acquisition,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1448_1467_conditional_materiality_ranker,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1468_1487_complete_implementation_contract,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1488_1507_semantic_v6_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1508_1517_bottleneck_verification,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1538_1557_l5_hold_sizing_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1558_1577_l5_damage_control_engine,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1578_1597_l0_l5_professional_logic_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1598_1617_expectation_payoff_rerisk_plan,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1618_1647_expectation_payoff_rerisk_bridge,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1648_1667_l5_action_quality_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1688_1697_l2_l4_gate_source_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1698_1717_l2_l4_bad_trade_gate,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1718_1727_bad_trade_decomposition_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1728_1747_reduce_state_machine,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1748_1767_preentry_risk_budget,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1768_1787_preentry_risk_budget_v2,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1788_1807_winner_defense_budget,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1808_1827_sleeve_split_playbook,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1828_1847_targeted_data_plan,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1834_1847_targeted_source_implementation,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1868_1877_desk_trader_logic_expert_review,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1878_1885_desk_specific_policy_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1886_1895_desk_replay_detailed_analysis,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1896_1900_watch_subtype_calibration,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1901_1910_watch_recovery_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1911_1920_watch_recovery_decomposition,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1921_1930_interaction_forecast_expert_review,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1931_1940_interaction_forecast_layer,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1941_1950_gap_hardening,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1951_1960_source_receipt_and_ablation,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1961_1970_free_source_acquisition,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1971_1980_free_source_l0_l5_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1981_1990_current_2026_calibration_pack,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_1991_2000_winner_acceleration_surgery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2001_2010_aggressive_policy_freeze_source_extractors,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2011_2020_subagent_source_discovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2021_2030_sec_8k_ex99_ir_ceo_extractor,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2031_2060_free_official_source_layers,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2061_2090_official_raw_source_assimilation,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2091_2120_transcript_analyst_uei_gates,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2121_2150_free_api_full_capture_proxy_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2151_2180_api_three_loop_hardening,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2181_2190_api_overlay_decomposition,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2201_2230_latest_brain_full_universe_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_2281_2290_post_acquisition_parity,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3847_source_freshness_blocker_taxonomy,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3849_authority_ledger_gap_ranking,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3850_broker_truth_evidence_contract,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3851_kill_switch_clearance_checklist,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3852_paper_gate_dependency_dag,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3853_native_ios_operator_evidence_checklist,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3854_repo_cleanup_candidate_classifier_v2,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3855_task_registry_recovery_note,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3856_task_registry_formal_recovery_plan,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3857_missing_loop_ledger_recovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3858_cleanup_candidate_decision_review,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3859_source_authority_proof_requirements_v2,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3860_freshness_proof_chain_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3861_sec_user_agent_operator_evidence_plan,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3862_runtime_broker_safety_proof_v2,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3863_paper_gate_dependency_proof,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3864_native_ios_evidence_collection_runbook,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3865_next10_closeout_decision_pack,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3873_mobile_web_actual_capture,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3885_home_screen_v1_production_spec,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3886_home_full_production_spec,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3887_home_qqq_journal_months,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3888_home_performance_timeframe_interaction,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3889_portfolio_tab_v1_production_spec,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3891_portfolio_tab_v2_production_spec,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3892_operating_loop_backtest_recovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3894_true_historical_sec_backfill,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3895_true_sec_decision_asof_binding,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3896_mobile_visual_qa_gpt_loop,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3896_true_sec_backtest_admission_bridge,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3900_mobile_visual_qa_gpt_loop,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3900_stage1_sec_backfill_backtest,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3901_stage1_sec_backfill_backtest,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_3904_mobile_center_column_fix,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_394_regime_aware_canonical_continuation_policy,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_395_forward_live_regime_detectability,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_399_intraday_universe_history_expansion,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_401_forward_live_canonical_multifactor_decision_layer,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_402_multifactor_continuation_state_discovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_402r_decision_labelability_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_405_refined_archetype_portfolio_rebuild,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_406_deterministic_decision_rebuild,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_406_professional_multicombination_test,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_406_raw_factor_source_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_407_raw_native_vectorized_rebuild,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_480_symbol_structure_continuation_diagnostics,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_482_continuous_market_theme_regime_engine,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_483_firm_grade_market_theme_regime_upgrade,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_484_continuation_payoff_regime_engine,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_487_regime_phase_target_validation,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_562_vwap_acceptance_oos_stability_test,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_568_vwap_pullback_sleeve_robustness,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_573_historical_nbbo_feature_rebuild,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_576_microstructure_aware_continuation_backtest,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_577_historical_nbbo_trajectory_factor_rebuild,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_578_regime_vwap_nbbo_trajectory_backtest,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_581_quote_pressure_price_response_refinement,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_850_859_data_certification,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_860_869_backtest_cycle,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_870_879_full_controlled_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_880_theme_universe_10x7_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_891_as_is_to_be_gap_diagnosis,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_892_repo_source_time_bridge,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_893_source_time_recovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_894_current_state_to_be_l1_seed,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_895_l1_source_attachment,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_896_parallel_end_goal_operating_plan,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_897_906_vertical_slice_backtest,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_907_916_sec_l1_l5_pipeline,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_917_920_multifamily_relation_adapter,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_921_930_controlled_adapter_gate,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_931_940_controlled_brain_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_941_950_slot_capped_selection_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_951_960_conviction_risk_filter_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_961_970_external_audit_redesign,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_961_970_trading_judgment_upgrade,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_971_980_external_audit_shadow_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_981_990_l5_payoff_layer,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_991_1000_l5_policy_replay,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_l0_free_news_source_mitigation_research,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_l0_public_headline_browser_crawler,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_l0_source_capability_probe,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_l2_news_canonical_path,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_l3_canonical_economic_meaning_rebuild,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_operational_recovery_audit,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_scope_a_paper_runtime_recovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_scope_b_db_source_scheduler_recovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
data/artifacts/task_scope_c_staged_operational_recovery,OBSOLETE_HISTORICAL_TASK_ARTIFACT,task artifact not referenced by current operating documents,deleted,TASK-4112
